token,count,category,proposed_modern_form,confidence,notes
caraingan,7,A,karaingan,Medium,Archaic ca/co/cu start
Cura,7,C,,High,Proper/Spanish Common
nacatayo,7,A,nakatayo,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
capapalo,7,A,kapapalo,Medium,Archaic ca/co/cu start
sumasacatuwiran,7,A,sumasakatuwiran,Medium,Archaic intervocalic c
confesion,7,A,konfesion,Medium,Archaic ca/co/cu start
casamaan,7,A,kasamaan,Medium,Archaic ca/co/cu start
Ciceron,6,C,,High,Proper/Spanish
Cabo,6,C,,High,Proper Noun (Capitalized ca/co/cu)
cola,6,A,kola,Medium,Archaic ca/co/cu start
procurador,6,A,prokurador,Medium,Archaic intervocalic c
corporacion,6,B,,Medium,Spanish/Foreign pattern (ce/ci)
alcalde,6,E,,Medium,Uncertain
C,6,A,K,Medium,Archaic ending -c
provincial,6,B,,Medium,Spanish/Foreign pattern (ce/ci)
caida,6,A,kaida,Medium,Archaic ca/co/cu start
calakhan,6,A,kalakhan,Medium,Archaic ca/co/cu start
nacacatulog,6,A,nakakatulog,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macapagsasabi,6,A,makapagsasabi,Medium,Archaic intervocalic c
caguinhawahan,6,A,kaguinhawahan,Medium,Archaic ca/co/cu start
acalain,6,A,akalain,Medium,Archaic intervocalic c
catolico,6,A,katoliko,Medium,Archaic ca/co/cu start
binubucsan,6,E,,Medium,Uncertain
abanico,6,A,abaniko,Medium,Archaic intervocalic c
sasacyan,6,E,,Medium,Uncertain
saclap,6,E,,Medium,Uncertain
masilacbong,6,E,,Medium,Uncertain
pinagcaratihan,6,E,,Medium,Uncertain
cumilala,6,A,kumilala,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Capisanan,6,C,,High,Proper Noun (Capitalized ca/co/cu)
Canyang,6,A,Kanyang,Medium,Specific Archaic: canyang
paglibac,6,A,paglibak,Medium,Archaic ending -c
macailan,6,A,makailan,Medium,Archaic intervocalic c
tinalicdan,6,E,,Medium,Uncertain
capisanang,6,A,kapisanang,Medium,Archaic ca/co/cu start
capalaluan,6,A,kapalaluan,Medium,Archaic ca/co/cu start
naca,6,A,naka,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pacasal,6,A,pakasal,Medium,Archaic intervocalic c
conciencia,6,B,,Medium,Spanish/Foreign pattern (ce/ci)
macapagbibigay,6,A,makapagbibigay,Medium,Archaic intervocalic c
calesa,6,B,,Medium,Common Spanish Loan
mapamintacasi,6,A,mapamintakasi,Medium,Archaic intervocalic c
capurihang,6,A,kapurihang,Medium,Archaic ca/co/cu start
cahingian,6,A,kahingian,Medium,Archaic ca/co/cu start
catalinuhan,6,A,katalinuhan,Medium,Archaic ca/co/cu start
catibayan,6,A,katibayan,Medium,Archaic ca/co/cu start
cuarto,6,B,,Medium,Common Spanish Loan
cagandagandahang,6,A,kagandagandahang,Medium,Archaic ca/co/cu start
capanahunan,6,A,kapanahunan,Medium,Archaic ca/co/cu start
cailangang,6,A,kailangang,Medium,Archaic ca/co/cu start
cuintas,6,A,kuintas,Medium,Archaic ca/co/cu start
pilic,6,A,pilik,Medium,Archaic ending -c
nacapatong,6,A,nakapatong,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
magcamit,6,A,magkamit,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macasalanang,6,A,makasalanang,Medium,Archaic intervocalic c
nacaaakit,6,A,nakaaakit,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pamimintacasi,6,A,pamimintakasi,Medium,Archaic intervocalic c
caarawan,6,A,kaarawan,Medium,Archaic ca/co/cu start
ipinagcaloob,6,E,,Medium,Uncertain
cintas,6,B,,Medium,Spanish/Foreign pattern (ce/ci)
kinabucasa'y,6,A,kinabukasa'y,Medium,Archaic intervocalic c
catotong,6,A,katotong,Medium,Archaic ca/co/cu start
magcabilang,6,A,magkabilang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cunin,6,A,kunin,Medium,Archaic ca/co/cu start
nacapangyayari,6,A,nakapangyayari,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacacawangis,6,A,nakakawangis,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
capatagan,6,A,kapatagan,Medium,Archaic ca/co/cu start
cabunducan,6,A,kabundukan,Medium,Archaic ca/co/cu start
nangagtatacbuhan,6,E,,Medium,Uncertain
catandaan,6,A,katandaan,Medium,Archaic ca/co/cu start
bucong,6,A,bukong,Medium,Archaic intervocalic c
nacaraan,6,A,nakaraan,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cuta,6,A,kuta,Medium,Archaic ca/co/cu start
pagsusumicap,6,A,pagsusumikap,Medium,Archaic intervocalic c
cumikinang,6,A,kumikinang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacasacay,6,A,nakasakay,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacatungo,6,A,nakatungo,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
hagcan,6,E,,Medium,Uncertain
ipinangaco,6,A,ipinangako,Medium,Archaic intervocalic c
tungcod,6,E,,Medium,Uncertain
casalucuyan,6,A,kasalukuyan,Medium,Archaic ca/co/cu start
pinagsisicapang,6,A,pinagsisikapang,Medium,Archaic intervocalic c
ninacaw,6,A,ninakaw,Medium,Archaic intervocalic c
casangcapang,6,A,kasangkapang,Medium,Archaic ca/co/cu start
palacio,6,B,,Medium,Spanish/Foreign pattern (ce/ci)
ipinagwica,6,A,ipinagwika,Medium,Archaic intervocalic c
cakimian,6,A,kakimian,Medium,Archaic ca/co/cu start
cauntian,6,A,kauntian,Medium,Archaic ca/co/cu start
tacsil,6,E,,Medium,Uncertain
magcasakit,6,A,magkasakit,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacatali,6,A,nakatali,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
calupitan,6,A,kalupitan,Medium,Archaic ca/co/cu start
palayoc,6,A,palayok,Medium,Archaic ending -c
bucsan,6,E,,Medium,Uncertain
nagcamit,6,A,nagkamit,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
patac,6,A,patak,Medium,Archaic ending -c
cocinero,6,B,,Medium,Spanish/Foreign pattern (ce/ci)
macausap,6,A,makausap,Medium,Archaic intervocalic c
caguilaguilalas,6,A,kaguilaguilalas,Medium,Archaic ca/co/cu start
calaki,6,A,kalaki,Medium,Archaic ca/co/cu start
catampalasanang,6,A,katampalasanang,Medium,Archaic ca/co/cu start
cacaunting,6,A,kakaunting,Medium,Archaic ca/co/cu start
wasac,6,A,wasak,Medium,Archaic ending -c
cabeza,6,B,,Medium,Common Spanish Loan
macapagsasalita,6,A,makapagsasalita,Medium,Archaic intervocalic c
catamisan,6,A,katamisan,Medium,Archaic ca/co/cu start
canta,6,A,kanta,Medium,Archaic ca/co/cu start
magcagayon,6,A,magkagayon,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
paglilingcod,6,E,,Medium,Uncertain
macapagbigay,6,A,makapagbigay,Medium,Archaic intervocalic c
cahatulan,6,A,kahatulan,Medium,Archaic ca/co/cu start
icalawang,6,A,ikalawang,Medium,Archaic intervocalic c
Carlos,6,C,,High,Proper/Spanish Common
baculan,6,A,bakulan,Medium,Archaic intervocalic c
macapal,6,A,makapal,Medium,Archaic intervocalic c
Binucsan,6,C,,High,Proper Noun (Contains c)
cun,6,A,kun,Medium,Archaic ca/co/cu start
cucharang,6,B,,Medium,Spanish/Foreign (ch)
cagagawang,6,A,kagagawang,Medium,Archaic ca/co/cu start
capacumbabaan,6,A,kapakumbabaan,Medium,Archaic ca/co/cu start
cautangan,6,A,kautangan,Medium,Archaic ca/co/cu start
Eminencia,5,C,,High,Proper/Spanish
cabecera,5,B,,Medium,Spanish/Foreign pattern (ce/ci)
cadete,5,A,kadete,Medium,Archaic ca/co/cu start
medico,5,A,mediko,Medium,Archaic intervocalic c
Corte,5,C,,High,Proper Noun (Capitalized ca/co/cu)
hacienda,5,B,,Medium,Spanish/Foreign pattern (ce/ci)
cuadro,5,B,,Medium,Common Spanish Loan
carabinero,5,A,karabinero,Medium,Archaic ca/co/cu start
cochers,5,B,,Medium,Spanish/Foreign (ch)
Malecon,5,C,,High,Proper Noun (Contains c)
alguacil,5,B,,Medium,Spanish/Foreign pattern (ce/ci)
comedor,5,A,komedor,Medium,Archaic ca/co/cu start
Casilanganan,5,C,,High,Proper Noun (Capitalized ca/co/cu)
catutubo,5,A,katutubo,Medium,Archaic ca/co/cu start
camangmangan,5,A,kamangmangan,Medium,Archaic ca/co/cu start
cura'y,5,A,kura'y,Medium,Archaic ca/co/cu start
Lacad,5,C,,High,Proper Noun (Contains c)
nacasuntoc,5,A,nakasuntok,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
caruwagan,5,A,karuwagan,Medium,Archaic ca/co/cu start
caparusahan,5,A,kaparusahan,Medium,Archaic ca/co/cu start
Doctor,5,C,,High,Proper Noun (Contains c)
hinagcan,5,E,,Medium,Uncertain
cabataang,5,A,kabataang,Medium,Archaic ca/co/cu start
cagandahang,5,A,kagandahang,Medium,Archaic ca/co/cu start
itinulac,5,A,itinulak,Medium,Archaic ending -c
nacacatulad,5,A,nakakatulad,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cauculan,5,A,kaukulan,Medium,Archaic ca/co/cu start
pinagsisicapan,5,A,pinagsisikapan,Medium,Archaic intervocalic c
sacali,5,A,sakali,Medium,Specific Archaic: sacali
ipagcatiwala,5,E,,Medium,Uncertain
pagkapahamac,5,A,pagkapahamak,Medium,Archaic ending -c
casiraan,5,A,kasiraan,Medium,Archaic ca/co/cu start
napacalabis,5,A,napakalabis,Medium,Archaic intervocalic c
Kinacailangan,5,C,,High,Proper Noun (Contains c)
yapacan,5,A,yapakan,Medium,Archaic intervocalic c
tanicala,5,A,tanikala,Medium,Archaic intervocalic c
catapusang,5,A,katapusang,Medium,Archaic ca/co/cu start
calangitan,5,A,kalangitan,Medium,Archaic ca/co/cu start
pintacasi,5,A,pintakasi,Medium,Archaic intervocalic c
escapulario,5,E,,Medium,Uncertain
egipcio,5,B,,Medium,Spanish/Foreign pattern (ce/ci)
cadahilana'y,5,A,kadahilana'y,Medium,Archaic ca/co/cu start
hucbong,5,E,,Medium,Uncertain
canan,5,A,kanan,Medium,Archaic ca/co/cu start
mapamintacasing,5,A,mapamintakasing,Medium,Archaic intervocalic c
cahirapang,5,A,kahirapang,Medium,Archaic ca/co/cu start
fiscal,5,E,,Medium,Uncertain
cagandagandahan,5,A,kagandagandahan,Medium,Archaic ca/co/cu start
unlac,5,A,unlak,Medium,Archaic ending -c
casulatan,5,A,kasulatan,Medium,Archaic ca/co/cu start
papasoc,5,A,papasok,Medium,Archaic ending -c
kinacaladcad,5,A,kinakaladkad,Medium,Archaic intervocalic c
pagtacas,5,A,pagtakas,Medium,Archaic intervocalic c
magculang,5,A,magkulang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacapagbigay,5,A,nakapagbigay,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
calinisan,5,A,kalinisan,Medium,Archaic ca/co/cu start
acala'y,5,A,akala'y,Medium,Archaic intervocalic c
cawayanan,5,A,kawayanan,Medium,Archaic ca/co/cu start
nacaaalam,5,A,nakaaalam,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
carretong,5,A,karretong,Medium,Archaic ca/co/cu start
catawatawa,5,A,katawatawa,Medium,Archaic ca/co/cu start
nacalulugod,5,A,nakalulugod,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
culubot,5,A,kulubot,Medium,Archaic ca/co/cu start
macapapahamac,5,A,makapapahamak,Medium,Archaic ending -c
capatagang,5,A,kapatagang,Medium,Archaic ca/co/cu start
caratig,5,A,karatig,Medium,Archaic ca/co/cu start
pinaca,5,A,pinaka,Medium,Archaic intervocalic c
patacbo,5,E,,Medium,Uncertain
sacristang,5,E,,Medium,Uncertain
nagcacagayo'y,5,A,nagkakagayo'y,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
casunod,5,A,kasunod,Medium,Archaic ca/co/cu start
macahulugan,5,A,makahulugan,Medium,Archaic intervocalic c
Lumalacad,5,C,,High,Proper Noun (Contains c)
nagcruz,5,A,nagkruz,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
patungcol,5,E,,Medium,Uncertain
sacaling,5,A,sakaling,Medium,Specific Archaic: sacaling
icaapat,5,A,ikaapat,Medium,Archaic intervocalic c
casalanang,5,A,kasalanang,Medium,Archaic ca/co/cu start
casucatan,5,A,kasukatan,Medium,Archaic ca/co/cu start
camunti,5,A,kamunti,Medium,Archaic ca/co/cu start
panghihilacbot,5,E,,Medium,Uncertain
pasco,5,E,,Medium,Uncertain
casuutan,5,A,kasuutan,Medium,Archaic ca/co/cu start
calang,5,A,kalang,Medium,Archaic ca/co/cu start
macailang,5,A,makailang,Medium,Archaic intervocalic c
calilimutan,5,A,kalilimutan,Medium,Archaic ca/co/cu start
cagamutan,5,A,kagamutan,Medium,Archaic ca/co/cu start
Inacala,5,C,,High,Proper Noun (Contains c)
magcasiya,5,A,magkasiya,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
escuelahang,5,E,,Medium,Uncertain
pagcuculang,5,A,pagkukulang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cahalong,5,A,kahalong,Medium,Archaic ca/co/cu start
cahulihulihang,5,A,kahulihulihang,Medium,Archaic ca/co/cu start
Sumasacatuwiran,5,C,,High,Proper Noun (Contains c)
capacete,5,B,,Medium,Spanish/Foreign pattern (ce/ci)
macapanood,5,A,makapanood,Medium,Archaic intervocalic c
catacot,5,A,katakot,Medium,Archaic ca/co/cu start
calakip,5,A,kalakip,Medium,Archaic ca/co/cu start
kinacausap,5,A,kinakausap,Medium,Archaic intervocalic c
cahinhinan,5,A,kahinhinan,Medium,Archaic ca/co/cu start
cancion,5,B,,Medium,Spanish/Foreign pattern (ce/ci)
pagkatacot,5,A,pagkatakot,Medium,Archaic intervocalic c
nabucsan,5,E,,Medium,Uncertain
nagculang,5,A,nagkulang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
carumaldumal,5,A,karumaldumal,Medium,Archaic ca/co/cu start
pagyucod,5,A,pagyukod,Medium,Archaic intervocalic c
Chananay,5,C,,High,Proper/Foreign (ch)
gracia,5,B,,Medium,Spanish/Foreign pattern (ce/ci)
catigasan,5,A,katigasan,Medium,Archaic ca/co/cu start
casucasuan,5,A,kasukasuan,Medium,Archaic ca/co/cu start
cafiestahan,5,A,kafiestahan,Medium,Archaic ca/co/cu start
pinucaw,5,A,pinukaw,Medium,Archaic intervocalic c
tungculing,5,E,,Medium,Uncertain
mamacailang,5,A,mamakailang,Medium,Archaic intervocalic c
casintahan,5,A,kasintahan,Medium,Archaic ca/co/cu start
caluluwang,5,A,kaluluwang,Medium,Archaic ca/co/cu start
pico,5,A,piko,Medium,Archaic intervocalic c
nacararaan,5,A,nakararaan,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
catungcula'y,5,A,katungkula'y,Medium,Archaic ca/co/cu start
cawalang,5,A,kawalang,Medium,Archaic ca/co/cu start
munacalang,5,A,munakalang,Medium,Archaic intervocalic c
Tinchang,5,C,,High,Proper/Foreign (ch)
Carolinas,4,C,,High,Proper Noun (Capitalized ca/co/cu)
ceremonias,4,B,,Medium,Spanish/Foreign pattern (ce/ci)
Municipal,4,C,,High,Proper/Spanish
cosa,4,B,,Medium,Common Spanish Loan
Provincial,4,C,,High,Proper/Spanish
Oficios,4,C,,High,Proper/Spanish
cromo,4,E,,Medium,Uncertain
champagne,4,B,,Medium,Spanish/Foreign (ch)
Corneville,4,C,,High,Proper Noun (Capitalized ca/co/cu)
claustro,4,E,,Medium,Uncertain
coro,4,A,koro,Medium,Archaic ca/co/cu start
sentenciador,4,B,,Medium,Spanish/Foreign pattern (ce/ci)
zinc,4,B,,Medium,Foreign ending in c
glicerina,4,B,,Medium,Spanish/Foreign pattern (ce/ci)
calacal,4,A,kalakal,Medium,Archaic ca/co/cu start
cabaitan,4,A,kabaitan,Medium,Archaic ca/co/cu start
macapasoc,4,A,makapasok,Medium,Archaic ending -c
cabahayan,4,A,kabahayan,Medium,Archaic ca/co/cu start
macahulugang,4,A,makahulugang,Medium,Archaic intervocalic c
matatacuting,4,A,matatakuting,Medium,Archaic intervocalic c
arcong,4,E,,Medium,Uncertain
tinatacpan,4,E,,Medium,Uncertain
magwicang,4,A,magwikang,Medium,Archaic intervocalic c
capowa,4,A,kapuwa,Medium,Specific Archaic: capowa
nacacabit,4,A,nakakabit,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pagsasaca,4,A,pagsasaka,Medium,Archaic intervocalic c
macacakita,4,A,makakakita,Medium,Archaic intervocalic c
napaca,4,A,napaka,Medium,Archaic intervocalic c
catre,4,A,katre,Medium,Archaic ca/co/cu start
suntoc,4,A,suntok,Medium,Archaic ending -c
sacuna,4,A,sakuna,Medium,Archaic intervocalic c
Carilagan,4,C,,High,Proper Noun (Capitalized ca/co/cu)
franciscanong,4,B,,Medium,Spanish/Foreign pattern (ce/ci)
Acala,4,A,Akala,Medium,Specific Archaic: acala
casinungalingan,4,A,kasinungalingan,Medium,Archaic ca/co/cu start
nacatuclas,4,A,nakatuklas,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
icalabing,4,A,ikalabing,Medium,Archaic intervocalic c
humawac,4,A,humawak,Medium,Archaic ending -c
Yumucod,4,C,,High,Proper Noun (Contains c)
calaking,4,A,kalaking,Medium,Archaic ca/co/cu start
casaganaan,4,A,kasaganaan,Medium,Archaic ca/co/cu start
cabooan,4,A,kabooan,Medium,Archaic ca/co/cu start
licat,4,A,likat,Medium,Archaic intervocalic c
hucbo,4,E,,Medium,Uncertain
carruaje,4,A,karruaje,Medium,Archaic ca/co/cu start
tinacbo,4,E,,Medium,Uncertain
cochero,4,B,,Medium,Spanish/Foreign (ch)
linalic,4,A,linalik,Medium,Archaic ending -c
sico,4,A,siko,Medium,Archaic intervocalic c
pandac,4,A,pandak,Medium,Archaic ending -c
saclolo,4,E,,Medium,Uncertain
ipinangangaco,4,A,ipinangangako,Medium,Archaic intervocalic c
nacaluhod,4,A,nakaluhod,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacararating,4,A,nakararating,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cohete,4,A,kohete,Medium,Archaic ca/co/cu start
incienso,4,B,,Medium,Spanish/Foreign pattern (ce/ci)
Cofradia,4,C,,High,Proper Noun (Capitalized ca/co/cu)
nagagalac,4,A,nagagalak,Medium,Archaic ending -c
catapustapusang,4,A,katapustapusang,Medium,Archaic ca/co/cu start
capon,4,A,kapon,Medium,Archaic ca/co/cu start
Gobernadorcillo,4,C,,High,Proper/Spanish
casipagan,4,A,kasipagan,Medium,Archaic ca/co/cu start
mapagpacumbaba,4,A,mapagpakumbaba,Medium,Archaic intervocalic c
casucatang,4,A,kasukatang,Medium,Archaic ca/co/cu start
nacaliligalig,4,A,nakaliligalig,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
kinacagat,4,A,kinakagat,Medium,Archaic intervocalic c
pinagcagugulan,4,E,,Medium,Uncertain
cawad,4,A,kawad,Medium,Archaic ca/co/cu start
buco,4,A,buko,Medium,Archaic intervocalic c
nagtatacbo,4,E,,Medium,Uncertain
halic,4,A,halik,Medium,Archaic ending -c
pumupucaw,4,A,pumupukaw,Medium,Archaic intervocalic c
nagpapacabicabila,4,A,nagpapakabikabila,Medium,Archaic intervocalic c
cariliman,4,A,kariliman,Medium,Archaic ca/co/cu start
caparangan,4,A,kaparangan,Medium,Archaic ca/co/cu start
cawiliwiling,4,A,kawiliwiling,Medium,Archaic ca/co/cu start
tanicalang,4,A,tanikalang,Medium,Archaic intervocalic c
nagcacamit,4,A,nagkakamit,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cabayong,4,A,kabayong,Medium,Archaic ca/co/cu start
icalimang,4,A,ikalimang,Medium,Archaic intervocalic c
sangcataohan,4,E,,Medium,Uncertain
carunungang,4,A,karunungang,Medium,Archaic ca/co/cu start
Bumalic,4,A,Bumalik,Medium,Archaic ending -c
pangwacas,4,A,pangwakas,Medium,Archaic intervocalic c
lungcot,4,E,,Medium,Uncertain
Manacanacang,4,C,,High,Proper Noun (Contains c)
mapapahamac,4,A,mapapahamak,Medium,Archaic ending -c
cama'y,4,A,kama'y,Medium,Archaic ca/co/cu start
macaatlo,4,A,makaatlo,Medium,Archaic intervocalic c
cawal,4,A,kawal,Medium,Archaic ca/co/cu start
cacahuyan,4,A,kakahuyan,Medium,Archaic ca/co/cu start
vocal,4,A,vokal,Medium,Archaic intervocalic c
cabalitaang,4,A,kabalitaang,Medium,Archaic ca/co/cu start
cambing,4,A,kambing,Medium,Archaic ca/co/cu start
caja,4,A,kaja,Medium,Archaic ca/co/cu start
pinacamagaling,4,A,pinakamagaling,Medium,Archaic intervocalic c
humucay,4,A,humukay,Medium,Archaic intervocalic c
nacapugay,4,A,nakapugay,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macacapal,4,A,makakapal,Medium,Archaic intervocalic c
calapati,4,A,kalapati,Medium,Archaic ca/co/cu start
nacapaco,4,A,nakapako,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
sacerdoteng,4,B,,Medium,Spanish/Foreign pattern (ce/ci)
malicsing,4,E,,Medium,Uncertain
nacu,4,A,naku,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
paunlacan,4,A,paunlakan,Medium,Archaic intervocalic c
caunaunahang,4,A,kaunaunahang,Medium,Archaic ca/co/cu start
adhicang,4,A,adhikang,Medium,Archaic intervocalic c
pagnanacaw,4,A,pagnanakaw,Medium,Archaic intervocalic c
mapapacagaling,4,A,mapapakagaling,Medium,Archaic intervocalic c
icatlong,4,A,ikatlong,Medium,Archaic intervocalic c
nagnanacaw,4,A,nagnanakaw,Medium,Archaic intervocalic c
caca,4,A,kaka,Medium,Archaic ca/co/cu start
macacain,4,A,makakain,Medium,Archaic intervocalic c
cagalitan,4,A,kagalitan,Medium,Archaic ca/co/cu start
pacanin,4,A,pakanin,Medium,Archaic intervocalic c
capahintulutan,4,A,kapahintulutan,Medium,Archaic ca/co/cu start
icasampo,4,A,ikasampo,Medium,Archaic intervocalic c
cahigtan,4,A,kahigtan,Medium,Archaic ca/co/cu start
casalatan,4,A,kasalatan,Medium,Archaic ca/co/cu start
bangcong,4,E,,Medium,Uncertain
camatis,4,A,kamatis,Medium,Archaic ca/co/cu start
kinacain,4,A,kinakain,Medium,Archaic intervocalic c
cura't,4,A,kura't,Medium,Archaic ca/co/cu start
nacacaramdam,4,A,nakakaramdam,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
wiwicain,4,A,wiwikain,Medium,Archaic intervocalic c
humihitic,4,A,humihitik,Medium,Archaic ending -c
nasactan,4,E,,Medium,Uncertain
indulgenciang,4,B,,Medium,Spanish/Foreign pattern (ce/ci)
macapagliligtas,4,A,makapagliligtas,Medium,Archaic intervocalic c
cuaderno,4,A,kuaderno,Medium,Archaic ca/co/cu start
Culang,4,C,,High,Proper Noun (Capitalized ca/co/cu)
Nagcacamali,4,A,Nagkakamali,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
biic,4,A,biik,Medium,Archaic ending -c
pinapagcunot,4,E,,Medium,Uncertain
Tinacpan,4,C,,High,Proper Noun (Contains c)
macagagawa,4,A,makagagawa,Medium,Archaic intervocalic c
carangalan,4,A,karangalan,Medium,Archaic ca/co/cu start
bagcos,4,E,,Medium,Uncertain
cumalat,4,A,kumalat,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagbalic,4,A,nagbalik,Medium,Archaic ending -c
caululan,4,A,kaululan,Medium,Archaic ca/co/cu start
cahalo,4,A,kahalo,Medium,Archaic ca/co/cu start
carapatang,4,A,karapatang,Medium,Archaic ca/co/cu start
cuadrillerong,4,A,kuadrillerong,Medium,Archaic ca/co/cu start
munacala,4,A,munakala,Medium,Archaic intervocalic c
cañon,4,B,,Medium,Spanish (ñ)
caawa,4,A,kaawa,Medium,Archaic ca/co/cu start
nacuha,4,A,nakuha,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacahiga,4,A,nakahiga,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
daco'y,4,A,dako'y,Medium,Archaic intervocalic c
catatagang,4,A,katatagang,Medium,Archaic ca/co/cu start
cumanta,4,A,kumanta,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacacawatas,4,A,nakakawatas,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
