dataset,chapter_number,sentence_number,source_form,target_form,context_snippet
noli,6,51,pagcatalo'y,pagkatalo'y,"Pinaniniwalaang bihirang matalo si Kapitang Tiago sa mga pakikipagpustahan, at ang canyang manacanacang pagcatalo'y nagmumula sa mga cadahilanang ang nagmisa'y namamalat, cacaunti ang mga ilaw, masebo ang mga ""cirio"", o napahalo kaya ang isang achoy sa mga salaping ipinagpamisa, at iba pa: ipinaaninaw sa kanya ng celadon ng isang Cofradia, na ang gayong pagcapalihis ng palad ay mga pagtikim lamang sa kanya ng Langit, at ng lalong mapapagtibay siya sa canyang pananampalataya at pimimintacasi."
noli,6,51,pagcapalihis,pagkapalihis,"Pinaniniwalaang bihirang matalo si Kapitang Tiago sa mga pakikipagpustahan, at ang canyang manacanacang pagkatalo'y nagmumula sa mga cadahilanang ang nagmisa'y namamalat, cacaunti ang mga ilaw, masebo ang mga ""cirio"", o napahalo kaya ang isang achoy sa mga salaping ipinagpamisa, at iba pa: ipinaaninaw sa kanya ng celadon ng isang Cofradia, na ang gayong pagcapalihis ng palad ay mga pagtikim lamang sa kanya ng Langit, at ng lalong mapapagtibay siya sa canyang pananampalataya at pimimintacasi."
noli,6,56,pagcamatay,pagkamatay,""" Lagui ng may handa siyang mga orquesta upang bumati at tumapat sa kanino mang mga gobernador, mga alcalde, mga fiscal, at iba pa, sa kanilang mga caarawan ng santong calagyo, caarawan ng capanganacan, panganganac o pagcamatay ng isang camag-anak, sa maicling salita'y ang ano mang pagbabagong lacad ng pamumuhay na caraniwan."
noli,6,59,pagcamatimtimang,pagkamatimtimang,"Sa dalawang taong canyang pangangapita'y nacasira siya ng sampong frac, sampong sombrerong de copa at anim na baston: ang frac at sombrero de copa'y sa Ayuntamiento, sa Malacanyang at sa cuartel; ang sombrero de copa at ang frac ay sa sabungan, sa pamilihan, sa mga procesion, sa mga tindahan ng mga insic, at sa ilalim ng sombrero at sa loob ng frac ay si Kapitang Tiagong nagpapawis at nag-eesgrima ng bastong may borlas, na nag uutos, naghuhusay at guinugulo ang lahat, taglay ang isang cahangahangang casipagan at isang pagcamatimtimang lalo pa manding cahangahanga."
noli,6,60,pagcacahulog,pagkakahulog,"Kaya nga't ipinalalagay ng mga punong macapangyarihang siya'y isang magaling na tao, cagandagandahan ang puso, payapa, mapagpacumbaba, masunurin, mapagpakitang loob, na hindi bumabasa ng ano mang libro o periodicong galing sa España, baga man magaling mag-wikang kastila; ang tingin sa kanya, nila'y tulad sa pagmamasid ng isang abang estudiante sa gasgas na tacon ng canyang luma ng zapato, pakiling dahil sa anyo ng canyang paglacad:—Naguiguing katotohanan, sa kalagayan niya, ang casabihan ng mga cristianong ""beati pauperis spiritu"" at ang caraniwang casabihang ""beati possidentes"", at mangyayaring maipatungcol sa kanya yaong mga sabing griego na anang iba'y mali ang pagcacahulog sa wikang kastila: ""¡Gloria a Dios en las alturas y paz a los hombres de buena voluntad""!"
noli,6,77,pagcapit,pagkapit,"Hinihintay ni Kapitang Tiago na bawa't araw ay titiguil ng paghinga ang matandang babaeng ito, o matatalo kaya ang lima o anim na usapin sa paglilincod lamang sa Dios; ang casamaang palad ay ipinagcasanggalang ang mga usaping iyon ng lalong magagaling na abogado sa Real Audiencia, at tungkol sa canyang buhay, walang sucat na mapanghawacan sa kanya ang sakit, ang cawangis niya'y cawad na patalim, marahil ng may mapanghinularan ang mga calolowa, at cumacapit dito sa bayan ng luhang gaya ng mahigpit na pagcapit ng galis sa balat ng tao."
noli,6,78,pagcamatay,pagkamatay,"Umaasa ang mga cacampi ni Doña Patrociniong pagcamatay nito'y maguiguing ""canonizada"", at si Kapitang Tiago ma'y sasamba sa kanya sa mga altar, bagay na sinasang-ayunan ni Kapitang Tiago at canyang ipinangangaco, mamatay lamang agad."
noli,6,80,pagcabuhay,pagkabuhay,"Tungkol sa panahong nacaraa'y siya'y bugtong na anak ng isang mag-aasucal sa Malabong mayaman din naman ang pagcabuhay, ngunit napacaramot, na ano pa't hindi nagcagugol ng isang cuarta man lamang sa pagpapaaral sa canyang anak, kaya't naging alila si Santiaguillo ng isang mabait na dominico na pinagsicapang ituro ang lahat ng maituturo at nalalaman niya."
noli,6,81,pagcamatay,pagkamatay,"Ng magtatamo na si Santiago ng caligayahang siya'y tawaguing ""logico"", sa macatuwid baga'y ng siya'y mag-aaral na ng ""Logica"", ang pagcamatay ng sa kanya'y nagtatangkilic, na sinundan ng pagcamatay ng canyang ama, ang siyang nagbigay wacas ng canyang mga pag-aaral, at ng magcagayo'y napilitang siyang mangasiwa sa paghahanap-buhay."
noli,6,81,pagcamatay,pagkamatay,"Ng magtatamo na si Santiago ng caligayahang siya'y tawaguing ""logico"", sa macatuwid baga'y ng siya'y mag-aaral na ng ""Logica"", ang pagcamatay ng sa kanya'y nagtatangkilic, na sinundan ng pagcamatay ng canyang ama, ang siyang nagbigay wacas ng canyang mga pag-aaral, at ng magcagayo'y napilitang siyang mangasiwa sa paghahanap-buhay."
noli,6,82,pagcaguinoo,pagkaguinoo,"Nag-asawa siya sa isang magandang dalagang taga Santa Cruz, na siyang tumulong sa kanya sa pagyaman, at siyang sa kanya'y nagbigay ng pagcaguinoo."
noli,6,92,pagcapanganac,pagkapanganac,"Isang lagnat na dumapo sa kanya pagcapanganac (fiebre puerperal) ang siyang nagbigay wacas sa canyang mga calungcutan, na ano pa't naiwan niyang ulila ang isang magandang sanggol na babae, na inanac sa binyag ni Fr. Damaso rin; at sa pagka't hindi ipinagcaloob ni San Pascual ang batang lalaking sa kanya'y hinihingi, pinangalanan ang sanggol ng Maria Clara, sa pagbibigay unlac sa Virgen de Salambaw at kay Santa Clara, at pinarusahan ang may dalisay na capurihang si San Pascual Baylon, sa hindi pagbangguit ng canyang pangalan."
noli,6,95,pagcacaanyo,pagkakaanyo,"Nang sanggol pa siya'y culot ang canyang buhac at halos culay guinto; ang ilong niyang maganda ang hayap ay hindi totong matangos at hindi naman sapat; ang bibig ay nagpapaalaala sa maliliit at calugodlugod na bibig ng canyang ina, taglay ang mga catowatowang biloy sa mga pisngi; ang balat niya'y casing nipis ng pang-ibabaw na balat ng sibuyas at maputing culay bulac, anang mga nahihibang na mga camag-anak, na kanilang nakikita ang bacas ng pagka si Kapitang Tiago ang ama, sa maliliit at magandang pagcacaanyo ng mga tainga ni Maria Clara."
noli,6,102,pagcamaramdamin,pagkamaramdamin,"Sa calagayang iyang pagbabagong anyo, puspos ng mga talinghaga at ng pagcamaramdamin ang puso, pumasoc si Maria Clara, sa pagsunod sa mga hatol ng cura sa Binundoc, sa beaterio ng Santa Catalina upang tumanggap sa mga monja ng mga turong banal."
noli,6,105,pagcabuhay,pagkabuhay,"Taglay ng bawa't isa ang canicanicalang inaacalang icagagaling ng sariling pagcabuhay, at sa kanilang pagcahiwatig ng hilig ng isa sa isa ng mga bata, pinagcayarian ni Don Rafael at ni Kapitang Tiago, ang pagpapacasal sa kanilang mga anak, at sila'y nangagtatag ng samahan."
noli,6,105,pagcahiwatig,pagkahiwatig,"Taglay ng bawa't isa ang canicanicalang inaacalang icagagaling ng sariling pagkabuhay, at sa kanilang pagcahiwatig ng hilig ng isa sa isa ng mga bata, pinagcayarian ni Don Rafael at ni Kapitang Tiago, ang pagpapacasal sa kanilang mga anak, at sila'y nangagtatag ng samahan."
noli,7,2,boong,buong,"Bahagya pa lamang nacaaalis sa altar ang sacerdote, nagsabi ang dalagang ibig na niyang omowi, bagay na totoong ipinangguilalas at isinama ng loob ng mabait na tiang walang boong acala kung di ang canyang pamangking babae'y mapagbanal at madasaling tulad sa isang monja man lamang."
noli,7,6,pagcainip,pagkainip,"Ngayo'y nacapag-agahan na tila at nililibang ni Maria Clara ang canyang pagcainip sa paggawa ng isang sutlang ""bolsillo"", samantalang ibig pawiin ng tia ang mga bacas ng nagdaang fiesta sa pagpapasimula ng paggamit ng isang plumero."
noli,7,17,pagcarinig,pagkarinig,"Namula si Mariang tulad sa ""amapola"" pagcarinig niya nitong huling pangalan, at hindi nacasagot."
noli,7,19,pagcaalaala,pagkaalaala,"Dinamdam ni Maria Clara iyang hindi malirip na calungcutang bumabalot sa calolowa, pagka iniiwan ang isang kinatirahang pinatamuhan natin ng caligayahan; ngunit nagpagaang ng canyang pighati ang pagcaalaala ng isang bagay."
noli,7,33,pagcahibang,pagkahibang,"Sa pagcahibang sa towa ay hinagcan niya ang santong sa kanya'y nalalapit, si San Antonio Abad; santong mapalad ng nabubuhay at ngayong siya'y kahoy; lagui ng may magagandang mga tucso!"
noli,7,39,boong,buong,—ang sabi ng matandang babae ng boong pag-irog.
noli,7,46,boong,buong,"Sa mga sandaling yaon, pagka nagcacawatasan ang dalawang linikhang sumasaligaya sa kilos ng mga balintataong natatabingan ng mga pilic-matang pinaglalampasanan ng pag-iisip, ang pananalita'y mabagal, magaspang, mahina, wangis sa ugong ng culog na nangangalagcag at walang tuos kung isusumag sa nacasisilaw na liwanag at mabilis ng kidlat: nagsasaysay ng isang damdaming kilala na, isang isipang napag-uunawa, na, at kaya lamang guinagamit ito'y sa pagka't ang mithi ng puso'y siyang nacapangyayari sa boong cataohang saganang sagana sa galac, ibig na ang boong katawan niyang kasama ang lahat ng sancap na laman, buto at dugo at ang boong caisipan ay magsaysay ng hiwagang mga catowaang inaawit ng espiritu."
noli,7,46,boong,buong,"Sa mga sandaling yaon, pagka nagcacawatasan ang dalawang linikhang sumasaligaya sa kilos ng mga balintataong natatabingan ng mga pilic-matang pinaglalampasanan ng pag-iisip, ang pananalita'y mabagal, magaspang, mahina, wangis sa ugong ng culog na nangangalagcag at walang tuos kung isusumag sa nacasisilaw na liwanag at mabilis ng kidlat: nagsasaysay ng isang damdaming kilala na, isang isipang napag-uunawa, na, at kaya lamang guinagamit ito'y sa pagka't ang mithi ng puso'y siyang nacapangyayari sa boong cataohang saganang sagana sa galac, ibig na ang boong katawan niyang kasama ang lahat ng sancap na laman, buto at dugo at ang boong caisipan ay magsaysay ng hiwagang mga catowaang inaawit ng espiritu."
noli,7,46,boong,buong,"Sa mga sandaling yaon, pagka nagcacawatasan ang dalawang linikhang sumasaligaya sa kilos ng mga balintataong natatabingan ng mga pilic-matang pinaglalampasanan ng pag-iisip, ang pananalita'y mabagal, magaspang, mahina, wangis sa ugong ng culog na nangangalagcag at walang tuos kung isusumag sa nacasisilaw na liwanag at mabilis ng kidlat: nagsasaysay ng isang damdaming kilala na, isang isipang napag-uunawa, na, at kaya lamang guinagamit ito'y sa pagka't ang mithi ng puso'y siyang nacapangyayari sa boong cataohang saganang sagana sa galac, ibig na ang boong katawan niyang kasama ang lahat ng sancap na laman, buto at dugo at ang boong caisipan ay magsaysay ng hiwagang mga catowaang inaawit ng espiritu."
noli,7,48,boong,buong,"At pagkatapos, sa pagtacas ng dalawang nagsisintahan sa ""plumero"" ng tia Isabel na nagpapabangon sa alicaboc, sila'y pumaroon sa azotea upang sila'y macapag-usap ng boong calayaan sa silong ng mga balag; ¿ano ang kanilang pinag-usapan ng marahan at nanginginig kayo, mga maliliit na bulaclac ng ""cabello-de-angel""?"
noli,7,53,boong,buong,—Lalong magaling—ang wica nito—diya'y ang boong bayan ang siyang babantay sa inyo.
noli,7,58,Pagcaramiraming,Pagkaramiraming,¡Pagcaramiraming malalaking mga ciudad na may pagcaramiraming magagandang mga babae!...
noli,7,58,pagcaramiraming,pagkaramiraming,¡Pagkaramiraming malalaking mga ciudad na may pagcaramiraming magagandang mga babae!...
noli,7,61,boong,buong,"—ang sagot na nangangaanino ng boong ligaya sa mga maiitim na balingtatao ng dalaga;—¿mangyayari bagang magculang ako sa panunumpa, sa isang panunumpang dakila?"
noli,7,70,boong,buong,"Sa mga panaguimpan ko'y nakikita ko ikaw na nacatindig sa tabing dagat ng Maynila, nacatanaw sa malayong abot ng paninging nababalot sa malamlam na liwanag ng maagang pagbubucang liwayway; aking naririnig ang isang aaying-aying at malungcot na awit na sa aki'y pumupucaw ng nagugulaylay ng mga damdamin, at tinatawag ko sa alaala ng aking puso ang mga unang taon ng aking camusmusan, ang ating mga catuwaan, ang ating mga paglalaro, ang boong nacaraang maligayang panahong binigyan mong casayahan, samantalang doroon ka sa bayan."
noli,7,71,pagcacapisan,pagkakapisan,"Sa aking sapantaha'y ikaw ang ""hada"", ang espiritu, ang caayaayang kinacatawan ng aking Bayang kinaguisnan, maganda, mahinhin, masintahin, lubos calinisan, anak ng Filipinas, niyang cagandagandahang lupang bucod sa mga dakilang cagalingan ng Inang Españang taglay rin niya'y may maririkit pang mga hiyas ng isang bayang bata, tulad sa pagcacapisan sa iyong cataohan ng lahat ng cagandahan at carikitang nacapagpapaningning sa dalawang lahi; kaya nga't nabubuo lamang sa isa ang pagsinta ko sa iyo't ang pagsinta ko sa aking tinubuang lupa ..."
noli,7,73,boong,buong,"Macailang ang boong isip ko'y aking naririnig ang mga tunog ng iyong piano at ang mga tinig ng iyong voces, at kailan mang tinatawag ko ang iyong pangalan ng ako'y na sa Alemania, sa dakong hapon, pagka naglalacad ako sa mga caparangang napupuspos ng mga talinghagang likha ng mga poeta roon at ang mga cahimahimalang salitsaling sabi ng mga taong nangaunang nabuhay, nakikinikinita ko ikaw sa ulap na sumisilang at napaiimbulog sa duyo ng capatagan, wari nariringig ko ang iyong voces sa pagaspas ng mga dahon, at pagka umuuwi na ang mga tagabukid na galing sa kanilang sinasacang lupa at kanilang ipinariringig buhat sa malayo ang kanilang caraniwang mga awit, sa aking acala'y pawang nakikisaliw sila sa mga voces ng caibuturan ng aking dibdib, na nag-aalay na lahat sa iyo ng awit at siyang nagbibigay katotohanan sa aking mga nais at mga panaguimpan."
noli,7,83,pagcamagdaraya,pagkamagdaraya,"Napacamagdaraya, ikaw sa larong chongca't dinaraig mo pa ang pagcamagdaraya ko, at caraniwang agawan ang naguiguing catapusan."
noli,7,85,pagcacasundo,pagkakasundo,"Niyo'y pinapagpighati mo ako; ngunit ng matapos, pagka naaalaala ko iyon sa beaterio, ako'y ngumingti dinaramdam kong ikaw ay wala, at ng macapag-away uli cata ... at ng pagdaca'y magawa natin ang pagcacasundo."
noli,7,93,boong,buong,"""—Nagtawa ako, naghinanakit ikaw, at ayaw mo na akong causapin, at sa boong maghapo'y nagpakita ka ng poot, na siyang ikinaibig ko namang umiyac."
noli,7,96,boong,buong,"Ngumiti ng boong ligaya si Ibarra, binucsan ang canyang cartera, kinuha sa loob niyon ang isang papel at sa loob nito'y may nababalot na mga dahong nangingitim, tuyo at mababango."
noli,7,114,ipinamamanhic,ipinamamanhik,"—""Ibig ng aking ama, ang ako'y yumao, baga man ipinamamanhic kong huwag""—""Ikaw ay lalaki—ang sabi sa akin, dapat mong isipin ang panahong darating at ang iyong mga lacas."
noli,7,125,pagcaligalig,pagkaligalig,"Napatiguil ang pagbasa, dahil sa pagcaligalig ni Ibarra: namumutla ang binata at naglalacad ng paroo't parito sa magcabicabilang dulo ng azotea."
noli,8,6,Pagcacagayo'y,Pagkakagayo'y,"Pagcacagayo'y nangapapanood na pinipison ang mga daan ng hanayhanay na mga presidiarong ahit ang ulo, na ang mga mangas ng baro'y maiicli at tocong ang salawal na may mga numero at may mga letrang azul, sa mga binti'y may mga tanicalang halos nababalot ng maruruming mga basahan upang huwag na totoong macasakit ang pagkiskis o ang lamig marahil ng bacal; dalawa't dalawa ang pagcacacabit, mga sanag sa araw, mga hapong-hapo sa init at sa pagod, pinapagmamadali at sila'y hinahampas ng pamalo ng isang presidiario ring marahil nagcacamit casayahan, sa pagka't sa ganang kanya nama'y nacapagpapahirap sa mga cawangis din niyang presidiario."
noli,8,6,pagcacacabit,pagkakacabit,"Pagkakagayo'y nangapapanood na pinipison ang mga daan ng hanayhanay na mga presidiarong ahit ang ulo, na ang mga mangas ng baro'y maiicli at tocong ang salawal na may mga numero at may mga letrang azul, sa mga binti'y may mga tanicalang halos nababalot ng maruruming mga basahan upang huwag na totoong macasakit ang pagkiskis o ang lamig marahil ng bacal; dalawa't dalawa ang pagcacacabit, mga sanag sa araw, mga hapong-hapo sa init at sa pagod, pinapagmamadali at sila'y hinahampas ng pamalo ng isang presidiario ring marahil nagcacamit casayahan, sa pagka't sa ganang kanya nama'y nacapagpapahirap sa mga cawangis din niyang presidiario."
noli,8,14,pagcacuyagutin,pagkacuyagutin,Hindi lumalago ang mga talisay sa plaza ng San Gabriel; nananatili sila sa pagcacuyagutin.
noli,8,17,pagcacaupo,pagkakaupo,"Nasasalubong niya ang maraming mga cocheng hinihila ng mga maiinam na mga cabayong maliliit, lulan ng mga coche ang mga empleadong nacacatucatulog pa marahil ay pumapatungo na sa kanilang mga oficina; mga militar, mga insic na may anyong hambog at catawatawa ang pagcacaupo; mga fraileng hindi maimikin, mga canonigo at iba pa."
noli,8,28,pagcacaumaga,pagkakaumaga,"¡Ang Europang may magagandang mga naciong hindi nangaglilicat ng pagsusumicap sa paghanap ng caligayahan, nagsisipanaguinip pagcacaumaga at nangagdaramdam cabiguan sa towing lumulubog ang araw ... lumiligaya sa gitna ng canyang mga capahamacan!"
noli,8,36,boong,buong,"—""Pinagsicapan kong ilipat sa iyo ang aking tinanggap sa aking mga maestro; ang cayamanang iyo'y pinagsicapan ko namang dagdagan sa boong abot ng aking kaya at inililipat ko sa mga taong humahalili; gayon din ang gagawin mo sa mangagsisihalili sa iyo, at mapagtatatlong ibayo mo, sa pagka't ikaw ay paparoon sa mga lubhang mayayamang lupain."
noli,8,52,pumapanhic,pumapanhik,"Bumalic tayo sa Maynila samantalang gumugulong ang coche't nagpapaguiray-guiray, tulad sa isang lasing, sa burol-burol na lupa, at samantalang tumatawid sa tulay na cawayan, pumapanhic sa mataric na ahunin o bumababa sa totoong malalim na lusungin."
noli,9,9,nanhic,nanhik,Tinungo ang hagdanan at nanhic doon si pari Damasong nacatungo ang ulot't madalang-dalang ang hacbang.
noli,9,15,pagcapasoc,pagkapasoc,"Maligalig ang loob ni Kapitang Tiago, hindi nacaimic ngunit sumunod sa napacalaking sacerdote, at sinarhan ang pinto pagcapasoc nila."
