sentence_id,original_token,new_token,reason,context_snippet
7-114,lacas,lakas,Safe List: lacas,"—""Ibig ng aking ama, ang ako'y yumao, baga man ipi..."
7-119,canyang,kanyang,Safe List: canyang,"—""Nacapagpasakit sa aking loob ang ganitong pag-wi..."
7-120,canyang,kanyang,Safe List: canyang,"Hindi umimic ang aking ama, naglining-lining, ilin..."
7-124,canyang,kanyang,Safe List: canyang,"""—Napuno ng luha ang mga mata ng aking ama, naluho..."
7-124,canyang,kanyang,Safe List: canyang,"""—Napuno ng luha ang mga mata ng aking ama, naluho..."
7-131,canyang,kanyang,Safe List: canyang,"Hindi umimic si Maria Clara, itinitig niyang ilang..."
7-131,bulaclac,bulaklak,Safe List: bulaclac,"Hindi umimic si Maria Clara, itinitig niyang ilang..."
7-131,canyang,kanyang,Safe List: canyang,"Hindi umimic si Maria Clara, itinitig niyang ilang..."
7-133,bulaclac,bulaklak,Safe List: bulaclac,¡Ilagay mo itong bulaclac sa ibabaw ng libingan ng...
7-135,canyang,kanyang,Safe List: canyang,—¡Ipakisabi nga po ninyo kay Andeng na canyang iha...
8-2,canyang,kanyang,Safe List: canyang,"Ang casayahang hindi naglilicat sa lahat ng panig,..."
8-7,canyang,kanyang,Safe List: canyang,"Matatangcad sila, madidilim ang pagmumukhang kaila..."
8-9,canyang,kanyang,Safe List: canyang,Kinikilabutan si Ibarra kung naaalaala niya ang is...
8-9,canyang,kanyang,Safe List: canyang,Kinikilabutan si Ibarra kung naaalaala niya ang is...
8-12,canyang,kanyang,Safe List: canyang,Hindi pinapansin ng mga taong nagdudumaling dumara...
8-18,canyang,kanyang,Safe List: canyang,"Tila mandin canyang namataan sa isang marikit na ""..."
8-18,canyang,kanyang,Safe List: canyang,"Tila mandin canyang namataan sa isang marikit na ""..."
8-18,Capitan,Kapitan,Capitan Policy,"Tila mandin canyang namataan sa isang marikit na ""..."
8-18,canyang,kanyang,Safe List: canyang,"Tila mandin canyang namataan sa isang marikit na ""..."
8-22,canyang,kanyang,Safe List: canyang,"Ang masasayang mga salitaan, ang mga catatawanan a..."
8-23,canyang,kanyang,Safe List: canyang,"Ipinagtabuyan, ang canyang caayaayang mga naaalaal..."
8-23,canyang,kanyang,Safe List: canyang,"Ipinagtabuyan, ang canyang caayaayang mga naaalaal..."
8-23,bulaclac,bulaklak,Safe List: bulaclac,"Ipinagtabuyan, ang canyang caayaayang mga naaalaal..."
8-24,canyang,kanyang,Safe List: canyang,Inihiwalay doon ni Ibarra ang canyang mga mata at ...
8-24,canyang,kanyang,Safe List: canyang,Inihiwalay doon ni Ibarra ang canyang mga mata at ...
8-24,canyang,kanyang,Safe List: canyang,Inihiwalay doon ni Ibarra ang canyang mga mata at ...
8-28,canyang,kanyang,Safe List: canyang,¡Ang Europang may magagandang mga naciong hindi na...
8-30,canyang,kanyang,Safe List: canyang,Ngunit nangagsitacas ang canyang mga pagdidilidili...
8-30,canyang,kanyang,Safe List: canyang,Ngunit nangagsitacas ang canyang mga pagdidilidili...
8-31,canyang,kanyang,Safe List: canyang,Ang namumucod na bunduc-bunducan sa isang tabi ng ...
8-32,Canyang,Kanyang,Safe List: canyang,Canyang guinugunita ang taong nagbucas ng canyang ...
8-32,canyang,kanyang,Safe List: canyang,Canyang guinugunita ang taong nagbucas ng canyang ...
8-34,canyang,kanyang,Safe List: canyang,"Ang taong yao'y isang matandang sacerdote, ang mga..."
8-44,canyang,kanyang,Safe List: canyang,Hindi nacahahalina sa canyang paggugunamgunam ang ...
8-44,canyang,kanyang,Safe List: canyang,Hindi nacahahalina sa canyang paggugunamgunam ang ...
8-45,canyang,kanyang,Safe List: canyang,Hindi nacaaakit sa canyang pagmamalasmalas ang Maa...
8-50,canyang,kanyang,Safe List: canyang,"Sa mga capatagan, sa mga malilinis na lupang pinag..."
8-51,canyang,kanyang,Safe List: canyang,Pabayaan nating maglacbay ang binatang nagdidilidi...
9-1,canyang,kanyang,Safe List: canyang,"Hindi nagcamali si Ibarra; nalululan nga si ""victo..."
9-3,canyang,kanyang,Safe List: canyang,—ang tanong ng fraile kay Maria Clara at kay tia I...
9-10,canyang,kanyang,Safe List: canyang,¡Marahil siya'y magsesermon at canyang isinasaulo ...
9-10,canyang,kanyang,Safe List: canyang,¡Marahil siya'y magsesermon at canyang isinasaulo ...
9-12,canyang,kanyang,Safe List: canyang,Hindi namin masabi kung magsesermon nga o hindi; d...
9-17,canyang,kanyang,Safe List: canyang,Wala sa canyang convento ang pantas na dominico; m...
9-17,canyang,kanyang,Safe List: canyang,Wala sa canyang convento ang pantas na dominico; m...
9-24,canyang,kanyang,Safe List: canyang,Nanglalalalim ang mga matang napuputungan ng lubha...
9-33,canyang,kanyang,Safe List: canyang,Dahandahang itinaas ni Fr. Sybila ang canyang mga ...
9-55,canyang,kanyang,Safe List: canyang,"Itinango ng may sakit ang canyang ulo, sa pagpapak..."
9-57,canyang,kanyang,Safe List: canyang,Sa pamamag-itan ng gayong babae at isang bianang l...
9-92,canyang,kanyang,Safe List: canyang,"Ngunit nakita ko caninang umaga ang teniente, at s..."
9-97,Capitan,Kapitan,Capitan Policy,Hindi nga naman naparoon ang teniente sa Malacanya...
9-98,canyang,kanyang,Safe List: canyang,Nang nakikipagsalitaan siya sa canyang mga ayudant...
9-99,Capitan,Kapitan,Capitan Policy,—Sino ang sa iyo'y nagsabi—ang tanong ng Capitan G...
9-101,Capitan,Kapitan,Capitan Policy,Muling ngumiti ang Capitan General at idinagdag:...
9-106,Capitan,Kapitan,Capitan Policy,Ngunit huminto ng pagngiti ang Capitan General ng ...
9-115,canyang,kanyang,Safe List: canyang,¡Pagsicapan mong howag ka nang gumawa ng mga cahal...
9-116,canyang,kanyang,Safe List: canyang,Lumibot ng macaalawa o macaatlo sa salas si Kapita...
10-4,bulaclac,bulaklak,Safe List: bulaclac,"Sa gitna ng caraming mga bubungang pawid, tisa, ""z..."
10-6,canyang,kanyang,Safe List: canyang,"Naroroon, ang ilog, calakilakihang ahas na cristal..."
10-7,canyang,kanyang,Safe List: canyang,May natatanaw sa dakong malayong isang maliit na b...
10-8,canyang,kanyang,Safe List: canyang,Mga katawan ng puno ng niog o ng kahoy na may bala...
10-18,canyang,kanyang,Safe List: canyang,"Nacatatacot na siya ng panahong buhay pa, dahil sa..."
10-19,canyang,kanyang,Safe List: canyang,Itinapon ng ilang babae sa ilog ang mga hiyas at s...
10-20,canyang,kanyang,Safe List: canyang,"Isang pastol na naghahanap ng canyang mga hayop, i..."
10-21,canyang,kanyang,Safe List: canyang,"Isang culang palad na nangingibig, na sa pagmimith..."
10-24,canyang,kanyang,Safe List: canyang,Si Don Saturnino'y isang binatang malungcot ang as...
10-26,canyang,kanyang,Safe List: canyang,Batangbata pa si Don Rafael ay nagpilit nang siya'...
11-5,canyang,kanyang,Safe List: canyang,Palibhasa'y mahinhing loob at pinagsisicapang huwa...
11-5,canyang,kanyang,Safe List: canyang,Palibhasa'y mahinhing loob at pinagsisicapang huwa...
11-5,canyang,kanyang,Safe List: canyang,Palibhasa'y mahinhing loob at pinagsisicapang huwa...
11-8,canyang,kanyang,Safe List: canyang,Inilalatag sa canyang mesa ang lalong magagaling n...
11-10,canyang,kanyang,Safe List: canyang,"Ito'y isang culang palad na hindi nag-uutos, siya ..."
11-10,canyang,kanyang,Safe List: canyang,"Ito'y isang culang palad na hindi nag-uutos, siya ..."
11-10,canyang,kanyang,Safe List: canyang,"Ito'y isang culang palad na hindi nag-uutos, siya ..."
11-15,canyang,kanyang,Safe List: canyang,Napapalagay ang Dios sa mga taong iyong tulad diya...
11-16,canyang,kanyang,Safe List: canyang,May pagkawangis ang San Diego sa Roma; ngunit hind...
11-21,canyang,kanyang,Safe List: canyang,"Natatangi siya, dahil sa canyang mga asal at kilos..."
11-21,canyang,kanyang,Safe List: canyang,"Natatangi siya, dahil sa canyang mga asal at kilos..."
11-21,canyang,kanyang,Safe List: canyang,"Natatangi siya, dahil sa canyang mga asal at kilos..."
11-22,canyang,kanyang,Safe List: canyang,"Siya'y payat, masasactin, halos lagui na lamang na..."
11-22,canyang,kanyang,Safe List: canyang,"Siya'y payat, masasactin, halos lagui na lamang na..."
11-26,canyang,kanyang,Safe List: canyang,", bagay na totoong ipinamamanglaw ng canyang capan..."
11-29,canyang,kanyang,Safe List: canyang,"Alinsunod sa aming sinabi, si pari Salvi'y totoong..."
11-31,canyang,kanyang,Safe List: canyang,"Ang lahat ng caculangan ng canyang mga nasasacop, ..."
11-32,canyang,kanyang,Safe List: canyang,Sa bagay na ito'y hindi siya mapaghihinanactan: lu...
11-32,canyang,kanyang,Safe List: canyang,Sa bagay na ito'y hindi siya mapaghihinanactan: lu...
11-34,canyang,kanyang,Safe List: canyang,Nacapangingilis ng canyang mga ugat ang canyang mg...
11-34,canyang,kanyang,Safe List: canyang,Nacapangingilis ng canyang mga ugat ang canyang mg...
11-34,canyang,kanyang,Safe List: canyang,Nacapangingilis ng canyang mga ugat ang canyang mg...
11-34,canyang,kanyang,Safe List: canyang,Nacapangingilis ng canyang mga ugat ang canyang mg...
11-38,canyang,kanyang,Safe List: canyang,Doña Consolacion kung tawaguin ang canyang ginoong...
11-38,canyang,kanyang,Safe List: canyang,Doña Consolacion kung tawaguin ang canyang ginoong...
11-39,canyang,kanyang,Safe List: canyang,"Nanghihiganti sa sariling katawan ang alferez, sa ..."
11-39,canyang,kanyang,Safe List: canyang,"Nanghihiganti sa sariling katawan ang alferez, sa ..."
11-39,canyang,kanyang,Safe List: canyang,"Nanghihiganti sa sariling katawan ang alferez, sa ..."
11-59,canyang,kanyang,Safe List: canyang,"Upang pahirapan ang cura, ipinagbabawal ng militar..."
11-60,canyang,kanyang,Safe List: canyang,Sinasabi ni Doña Consolaciong di umano'y canyang n...
11-61,canyang,kanyang,Safe List: canyang,Nanghihiganti naman ng buong cabanalan si Fr. Salv...
11-63,canyang,kanyang,Safe List: canyang,Pagbabayad ng sacristan ng multang ipinarurusa ng ...
11-64,canyang,kanyang,Safe List: canyang,"Diniringig siyang walang kibo ni Fr. Salvi, ilinil..."
11-66,canyang,kanyang,Safe List: canyang,"Pagka, itinutulog ng canyang asawa ang calasingan ..."
11-67,canyang,kanyang,Safe List: canyang,"Palibhasa'y kinasususutan niya ang kabataan, mula ..."
11-67,canyang,kanyang,Safe List: canyang,"Palibhasa'y kinasususutan niya ang kabataan, mula ..."
11-67,canyang,kanyang,Safe List: canyang,"Palibhasa'y kinasususutan niya ang kabataan, mula ..."
12-5,canyang,kanyang,Safe List: canyang,"Natatalastas ng mga maiitim na ito, na ang tao'y m..."
12-14,canyang,kanyang,Safe List: canyang,"Inihapay ng unos ang canyang INRI na hoja de lata,..."
12-15,canyang,kanyang,Safe List: canyang,"Sa paanan ng cruz, tulad sa tunay na Golgota, sama..."
12-18,canyang,kanyang,Safe List: canyang,Sumisibol doo't lumalago ng mainam ang tarambulo't...
12-18,canyang,kanyang,Safe List: canyang,Sumisibol doo't lumalago ng mainam ang tarambulo't...
12-19,bulaclac,bulaklak,Safe List: bulaclac,Gayon ma'y nasasabugan ang lupa ng ilang maliit na...
12-19,bulaclac,bulaklak,Safe List: bulaclac,Gayon ma'y nasasabugan ang lupa ng ilang maliit na...
12-21,canyang,kanyang,Safe List: canyang,Sa horas ng pagpasoc namin ay binugaw ang mga hayo...
12-32,buhoc,buhok,Safe List: buhoc,¿at ang mga buhoc na iyan?...
12-45,canyang,kanyang,Safe List: canyang,Napaurong ng caunti ang maglilibing at pinagmasdan...
12-60,canyang,kanyang,Safe List: canyang,Humalakhac ang maglilibing ng canyang makitang sam...
12-67,canyang,kanyang,Safe List: canyang,Tila mandin hindi pinupuna ng matandang lalaki ang...
12-72,canyang,kanyang,Safe List: canyang,Ikinibit ng maglilibing ang canyang mga balicat....
12-90,canyang,kanyang,Safe List: canyang,Samantala'y natapos ng maglilibing ang canyang gaw...
12-91,canyang,kanyang,Safe List: canyang,"Cumuha sa canyang salacot ng hicho, ngumanga at pi..."
12-91,canyang,kanyang,Safe List: canyang,"Cumuha sa canyang salacot ng hicho, ngumanga at pi..."
13-4,bulaclac,bulaklak,Safe List: bulaclac,—ang sinasabi ng matandang lalaki ng buong cakimia...
13-9,canyang,kanyang,Safe List: canyang,"Tinatapacan niya ng una, ngayo'y iguinagalang niya..."
13-11,canyang,kanyang,Safe List: canyang,Namangha at napatigagal ang canyang kasama; hinaha...
13-18,canyang,kanyang,Safe List: canyang,"Yumucod ito sa kanila, pagkapugay ng canyang salac..."
13-30,bulaclac,bulaklak,Safe List: bulaclac,—¿At may tanim na mga bulaclac sa hucay?...
13-45,canyang,kanyang,Safe List: canyang,Hinaplos ni Ibarra ang canyang noo....
13-65,canyang,kanyang,Safe List: canyang,Inilagay ni Ibarra ang canyang mga kamay sa magcab...
13-68,canyang,kanyang,Safe List: canyang,Hinahaplos ng maglilibing ang canyang bisig at bum...
13-73,canyang,kanyang,Safe List: canyang,Matulin ang lacad ni Ibarra na sa malayo ang tanaw...
13-75,canyang,kanyang,Safe List: canyang,Nacapugay na lumalacad si Ibarra; sa canyang mga m...
13-75,canyang,kanyang,Safe List: canyang,Nacapugay na lumalacad si Ibarra; sa canyang mga m...
13-76,canyang,kanyang,Safe List: canyang,"Lumalacad na parang may pinagtatanauan, marahil sa..."
13-78,canyang,kanyang,Safe List: canyang,Naliliguid ang bahay na iyon ng pader na sinisibul...
13-79,canyang,kanyang,Safe List: canyang,Ngunit hindi pinapansin ng binata ang caligayahang...
13-79,canyang,kanyang,Safe List: canyang,Ngunit hindi pinapansin ng binata ang caligayahang...
13-79,canyang,kanyang,Safe List: canyang,Ngunit hindi pinapansin ng binata ang caligayahang...
13-81,canyang,kanyang,Safe List: canyang,Tiniticlop ng hangin ang canyang malapad na sombre...
13-81,canyang,kanyang,Safe List: canyang,Tiniticlop ng hangin ang canyang malapad na sombre...
13-81,canyang,kanyang,Safe List: canyang,Tiniticlop ng hangin ang canyang malapad na sombre...
13-81,canyang,kanyang,Safe List: canyang,Tiniticlop ng hangin ang canyang malapad na sombre...
13-84,canyang,kanyang,Safe List: canyang,Pagsasalubong nila'y sandaling huminto ang binata'...
13-85,lacas,lakas,Safe List: lacas,Sandalingsandali lamang tumagal ang pag-aalinlanga...
13-85,canyang,kanyang,Safe List: canyang,Sandalingsandali lamang tumagal ang pag-aalinlanga...
13-99,canyang,kanyang,Safe List: canyang,At iniwan ang abang si Fr. Salvi at dalidaling tin...
14-2,canyang,kanyang,Safe List: canyang,"Nag-aral siya ng una ng Filosofia, at iniwan niya ..."
14-2,canyang,kanyang,Safe List: canyang,"Nag-aral siya ng una ng Filosofia, at iniwan niya ..."
14-2,canyang,kanyang,Safe List: canyang,"Nag-aral siya ng una ng Filosofia, at iniwan niya ..."
14-3,canyang,kanyang,Safe List: canyang,Natatacot ang mabait na babaeng maguing pantas ang...
14-7,canyang,kanyang,Safe List: canyang,Tinatawag siyang Don Anastasio o filosofo Tasio ng...
14-9,canyang,kanyang,Safe List: canyang,Wari'y nalimutan na ng filosofo Tasio ang canyang ...
14-22,canyang,kanyang,Safe List: canyang,"—ang sagot ni Tasio, na palibac din naman ang anyo..."
14-37,capitan,kapitan,Capitan Policy,"—ani Tasio sa wikang kastila, tinalicdan ang capit..."
14-59,canyang,kanyang,Safe List: canyang,"Tumunghay ang filosofo, at canyang nakita ang isan..."
14-68,canyang,kanyang,Safe List: canyang,Pagkapanhic niya ng hagdanan ay tinanggap siya ng ...
14-73,canyang,kanyang,Safe List: canyang,—Ang sabihana'y naparoo't upang hanapin ang pinagl...
14-74,canyang,kanyang,Safe List: canyang,Marahil cakilakilabot ang canyang pighati ng maala...
14-75,canyang,kanyang,Safe List: canyang,Ikinibit ng filosofo ang canyang mga balicat....
14-78,Capitan,Kapitan,Capitan Policy,—Talastas na po ninyong ako'y isa sa anim na nakip...
14-82,canyang,kanyang,Safe List: canyang,Na ang bawa't isa'y tumanggap ng ganting pala o ng...
14-94,canyang,kanyang,Safe List: canyang,—ang itinutol ng matandang lalaking tumitindig na ...
14-103,canyang,kanyang,Safe List: canyang,Itiniclop ni Don Filipo ang librong canyang tangan...
14-103,canyang,kanyang,Safe List: canyang,Itiniclop ni Don Filipo ang librong canyang tangan...
14-130,canyang,kanyang,Safe List: canyang,Hindi mangyayaring panggalingan ng pananampalataya...
14-134,canyang,kanyang,Safe List: canyang,"Si San Clemente na taga Alejandria, si Origenes at..."
14-135,canyang,kanyang,Safe List: canyang,Guinagamit ni San Irineong pangpatibay sa pananamp...
14-140,canyang,kanyang,Safe List: canyang,"Bagamat sumang-ayon na si San Gregorio, alinsunod ..."
14-168,canyang,kanyang,Safe List: canyang,"Kung iya'y maguiguing katotohanan, sacalin na niny..."
14-168,canyang,kanyang,Safe List: canyang,"Kung iya'y maguiguing katotohanan, sacalin na niny..."
15-1,canyang,kanyang,Safe List: canyang,"Bahagya na ang patlang ng dagundong ng mga culog, ..."
15-5,canyang,kanyang,Safe List: canyang,"Ang pinacabata sa kanila, na may malalaking matang..."
15-5,canyang,kanyang,Safe List: canyang,"Ang pinacabata sa kanila, na may malalaking matang..."
15-14,canyang,kanyang,Safe List: canyang,—ang ibinuntong hininga ng maliit na tinitingnan a...
15-19,canyang,kanyang,Safe List: canyang,Inihiwalay ng matandang kapatid ang canyang mga ma...
15-34,canyang,kanyang,Safe List: canyang,Bumilang ang maliit sa canyang mga daliri hanggang...
15-53,canyang,kanyang,Safe List: canyang,—ang ipinagwica sa kanya ng canyang kapatid!...
15-58,canyang,kanyang,Safe List: canyang,Hindi umimic ang pinacamatanda at hinila ang canya...
15-80,buhoc,buhok,Safe List: buhoc,"Yao'y isang ulong haba, payat, na may mahahabang b..."
15-86,canyang,kanyang,Safe List: canyang,"Tiningnan ni Crispin ang canyang kapatid, na paran..."
15-95,canyang,kanyang,Safe List: canyang,"—ang ipinakiusap ni Basilio, at tinangnan ang cany..."
15-96,canyang,kanyang,Safe List: canyang,Nailayo ang canyang kamay ng sacristan mayor sa is...
15-96,canyang,kanyang,Safe List: canyang,Nailayo ang canyang kamay ng sacristan mayor sa is...
15-100,canyang,kanyang,Safe List: canyang,"Narinig niya, ang mga pagkakahampashampas ng kataw..."
15-104,canyang,kanyang,Safe List: canyang,Pagdating sa coro'y nakinig ng maigui: lumalayo ng...
15-107,canyang,kanyang,Safe List: canyang,"Nangangatal, nagpapawis, sandali siyang tumiguil; ..."
15-107,canyang,kanyang,Safe List: canyang,"Nangangatal, nagpapawis, sandali siyang tumiguil; ..."
15-107,canyang,kanyang,Safe List: canyang,"Nangangatal, nagpapawis, sandali siyang tumiguil; ..."
15-110,canyang,kanyang,Safe List: canyang,"Kinalas ang mga lubid na nacatali sa mga ""badajo"" ..."
16-6,canyang,kanyang,Safe List: canyang,"Nang gabing iyon, kung cacaunti ang canyang dinasa..."
16-6,canyang,kanyang,Safe List: canyang,"Nang gabing iyon, kung cacaunti ang canyang dinasa..."
16-8,canyang,kanyang,Safe List: canyang,Nagdarasal siya ng ayon sa pananalita ng canyang c...
16-8,canyang,kanyang,Safe List: canyang,Nagdarasal siya ng ayon sa pananalita ng canyang c...
16-8,canyang,kanyang,Safe List: canyang,Nagdarasal siya ng ayon sa pananalita ng canyang c...
16-9,canyang,kanyang,Safe List: canyang,Nangyayaring macapagsaysay ang mga labi niya ng mg...
16-12,canyang,kanyang,Safe List: canyang,"At ikaw, Religiong ilinaganap na talagang ucol sa ..."
16-12,canyang,kanyang,Safe List: canyang,"At ikaw, Religiong ilinaganap na talagang ucol sa ..."
