token,frequency,capitalized_count,pattern_match,modern_suggestion,confidence,auto_action,sample_contexts
canicanilang,33,0,C_TO_K,kanikanilang,HIGH,SAFE,"[""63: May anim na libo ang dami ng taong namamayan sa San Diego, at bawa't tagaroo'y nakikilala ko, na parang siya'y aking ipinanganac at pinasuso: nalalaman ko kung alin ang mga lisyang caasalan nito, kung ano ang pinangangailangan niyon, kung sino ang nangingibig sa bawa't dalaga, kung ano anong mga pagkadupilas ang nangyari sa babaeng ito, kung sino ang tunay na ama ng batang inianac, at iba pa; palibhasa'y kinucumpisal ko ang calahatlahatang taong-bayan; nangag-iingat ng mainam sila sa canicanilang catungculan."", '263: Sinabi naman sa kanya ng kanyang mga kausap ang canicanilang mga pangalang humiguit cumulang ang pagka walang cabuluhan, humiguit cumulang ang pagka hindi nakikilala nino man.', ""511: Kung nasusunduan ng abogadong mawalang cabuluhan ang kanilang mga bintang, sa pagpapakilala ng pagkakalaban-laban ng canicanilang saysay at ng mga saysay nilang sarili, pagdaca'y lumalabas ang mga ibang sumbong.""]"
musica,33,0,C_TO_K,musika,HIGH,SAFE,"['54: Hindi ko pa nauunawang magaling ang wikang tagalog, gayon ma\'y kinucumpisal ko na ang mga babae at nagcacawatasan kami, at lubhang pinacaibig nila ako, na ano pa\'t ng macaraan ang tatlong taon, ng ako\'y ilipat sa ibang bayang lalong malaki, na walang namamahala dahil sa pagkamatay ng curang ""indio"" roon, nangagsipanangis ang lahat ng babae, pinuspos ako ng mga handog, inihatid nila akong may casamang musica....', '59: Ang humalili sa akin ay hindi totoong nagtagal na gaya ko, at ng siya\'y umalis ay lalo ng marami ang naghatid, lalo ng marami ang umiyac at lalo ng mainam ang musica, gayong siya\'y lalo ng mainam mamalo at pinataas pa ang mga ""derechos ng parroquia"", hangang sa halos nag-ibayo ang laki.', '543: Nangamatay ang mga ilaw ng catapat na bahay, huminto ang musica at ang caingayan, ngunit naririnig pa ni Ibarra ang cahapishapis na sigaw ng kanyang ama, na hinahanap ang kanyang anak sa kanyang catapusang horas.']"
carapatdapat,32,0,C_TO_K,karapatdapat,HIGH,SAFE,"['171: Sa panahong wala si pari Damaso sa San Diego ay inilibing ng coadjutor ang bangkay ng isang taong totoong carapatdapat ...', ""172: ; opo, totoong carapatdapat; siya'y makailan kong nacapanayam, at tumuloy ako sa kanyang bahay."", ""250: Siya'y aking nakilala at nacapanayam, at masasabi kong siya'y isa sa mga taong lalong carapatdapat at lalong may malinis na capurihan sa Filipinas.""]"
panucala,32,0,C_TO_K,panukala,HIGH,SAFE,"['18: Sa panonood ng mga calagayang iyong umaakit sa pagkakagana sa pagkain at naguudyoc ng ucol sa paglasap ng masasarap na bagay bagay, marahil acalain ng ilang may masamang isipan ang may-ari ng bahay, na napagkikilalang magaling ang calooban ng halos lahat ng mga magsisiupo sa mesa, at ng huwag namang mahalatang totoo ang kanyang panucala, nagsabit sa quizame ng maririkit na lamparang gawa sa China, mga jaulang walang ibon, mga bolang cristal na may azogueng may kulay pula, verde at azul, mga halamang pangbiting lanta na, mga tuyong isdang botete na hinipa\'t ng bumintog, at iba pa, at ang lahat ng ito\'y nacuculong sa may dakong ilog ng maiinam na mga arcong kahoy, na ang anyo\'y alangang huguis europeo\'t alangang huguis insic, at may natatanaw namang isang ""azoteang"" may mga balag at mga ""glorietang"" bahagya na naliliwanagan ng mga maliliit na farol na papel na may sarisaring kulay.', ""1573: Hindi nangahas si Sisang ulitin ang kanyang pagtatanong; datapwat ang lubhang mahigpit na casalatan ng kanilang pamumuhay at ang hangad na ang mga bata'y mangag-aral sa escuelahan ng bayan ng pagbasa't pagsulat, ang siyang sa kanya'y pumilit na ipalutoy ang panucala niya."", ""1964: Ibig kong gawing patnubay ang panucala ng sa aki'y nagbigay buhay, at dahil dito'y ibig ko sanang maunawa ang mga nacahahadlang dito sa pagtuturo.""]"
calolowa,32,0,C_TO_K,kalolowa,HIGH,SAFE,"[""233: Ang kanyang taas na higuit sa caraniwan, ang kanyang pagmumukha, ang kanyang mga kilos ay pawang naghahalimuyac niyang cabataang mainam na pinagsabay inaralan ang catawa't calolowa."", ""451: —ang ibinulong ng militar, na puspos ng habag ang anyo ng pagsasalita, sa kanyang pagkahiwatig sa nangyayari sa calolowa ni Ibarra; ang acala ko'y inyong ..."", ""585: Napanood din naman naming ipinakikita ng pari sa mga nakikinig ng sermon sa kanya sa oras ng pagpapanaog sa Cruz kay Cristo ang isang panyong puno ng dugo, at kami sana'y tatangis na sa malaking pagkaawa, kung di lamang sinabi sa amin ng sacristan, sa casaliwang palad ng aming calolowa, na iyon daw ay biro lamang: ang dugong iyon-anya-ay sa inahing manok, na pagdaca'y inihaw at kinain, bagamat Viernes Santo ... at ang sacristan ay mataba.""]"
macaraan,31,0,C_TO_K,makaraan,HIGH,SAFE,"['54: Hindi ko pa nauunawang magaling ang wikang tagalog, gayon ma\'y kinucumpisal ko na ang mga babae at nagcacawatasan kami, at lubhang pinacaibig nila ako, na ano pa\'t ng macaraan ang tatlong taon, ng ako\'y ilipat sa ibang bayang lalong malaki, na walang namamahala dahil sa pagkamatay ng curang ""indio"" roon, nangagsipanangis ang lahat ng babae, pinuspos ako ng mga handog, inihatid nila akong may casamang musica....', '99: Hayaan ninyong macaraan ang ilang bowan; magbabago kayong isipan pagka kayo\'y nacapagmalimit sa maraming mga fiesta at ""bailujan"", nacatulog sa mga catre at nacacain ng maraming ""tinola"".', '454: —¡Dapat kong acalaing hindi po kayo nagbibiro sa akin—ang muling sinabi ni Ibarra ng macaraan ang ilang sandaling hindi siya umiimic!']"
cagalanggalang,31,0,C_TO_K,kagalanggalang,HIGH,SAFE,"['114: —Sinasabi ng ""cagalanggalang po ninyo"" (""Vuestra reverencia""), pari Damaso—ang biglang isinalabat ng dominico na pinutol ang salitaan—na kayo\'y nanahang dalawampong taon sa bayang San Diego at kayo umalis doon....', '132: —¿Ano po ba, ang ibig sabihin ng ""cagalanggalang"" ninyo (Vuestra Reverencia)?', '871: Nababagbag ang loob na pinagmasdan siya ni pari Sibilang nacahalukipkip ang mga kamay sa ilalim ng cagalanggalang na escapulario ni Santo Domingo.']"
icagagaling,31,0,C_TO_K,ikagagaling,HIGH,SAFE,"[""119: Sa ganang akin lamang naman, dinaramdam kong iwan ang Camiling, gayong iilang buwan akong natira roon ... ngunit yao'y ginawa ng mga puno sa icagagaling ng Capisanan ... at sa icagagaling ko naman."", ""119: Sa ganang akin lamang naman, dinaramdam kong iwan ang Camiling, gayong iilang buwan akong natira roon ... ngunit yao'y ginawa ng mga puno sa icagagaling ng Capisanan ... at sa icagagaling ko naman."", ""372: Bago ko paroonan ang isang lupain, pinagsisicapan kong matalos ang kanyang historia, ang kanyang Exodo kung mangyayaring masabi ko ito, at pagkatapos ang nasusunduan ko'y ang dapat mangyari: nakikita kong ang iguiniguinhawa o ipinaghihirap ng isang baya'y nagmumula sa kanyang mga calayaan o mga cadiliman ng isip, at yamang gayo'y nanggagaling sa mga pagpapacahirap ng mga namamayan sa icagagaling ng calahatan, o ang sa kanilang mga magugulang na pagka walang ibang iniibig at pinagsusumakitan kung di ang sariling caguinhawahan.""]"
caraming,30,0,C_TO_K,karaming,HIGH,SAFE,"['111: ¡Ganyang caraming mga libro ... sukat na ang magcaroon ng dalawang daling noo....', ""169: —ang isinalabat ng militar, na nakikita niyang siya'y nabibilot ng gayong caraming mga pag tatangitangi, at nanganganib siyang kung mapapatuloy ay siya pa ang lalabas na may casalanan."", '515: Ang mga pagtitiis ng hirap, ang mga sama ng loob, ang mga pagdaralita sa bilangguan, o ang kanyang pagpipighati ng kanyang mapanood ang gayong caraming gumaganti ng catampalasanan sa ginawa niya sa kanilang mga cagalingan, ang siyang sumira sa catibayan ng kanyang catawang bacal, at dinapuan siya, niyang sakit na ang libingan lamang ang nacagagamot.']"
macatuwid,30,0,C_TO_K,makatuwid,HIGH,SAFE,"['628: Ng magtatamo na si Santiago ng caligayahang siya\'y tawaguing ""logico"", sa macatuwid baga\'y ng siya\'y mag-aaral na ng ""Logica"", ang pagkamatay ng sa kanya\'y nagtatangkilic, na sinundan ng pagkamatay ng kanyang ama, ang siyang nagbigay wacas ng kanyang mga pag-aaral, at ng magcagayo\'y napilitang siyang mangasiwa sa paghahanap-buhay.', '933: —Sa macatuwid ay inaaacala po ba ninyong ang buwis ay ...', ""1010: At dito'y gaya rin doong palibhasa'y ibig macapangyari ang isa't isa, nangagpapalagayang ang isa sa kanila'y labis (sa macatuwid ay dapat mawala ang isa sa kanila), at dito nanggagaling ang walang licat na samaan ng loob.""]"
casabay,30,0,C_TO_K,kasabay,HIGH,SAFE,"['323: —ani Kapitang Tiago, casabay ng pagdidiin sa balikat ni Ibarra.', ""541: ¡ang binata'y camukha niya at kanyang pangalan ang pangalang ipinangungusap na casabay ang tangis!"", ""787: Nang macaraan ang ilang minuto, ang binata'y nananaog na sa hagdanang casabay si Kapitang Tiago at si tia Isabel, samantalang nagcuculong sa panalanginan si Maria Clara.""]"
caugalian,30,0,C_TO_K,kaugalian,HIGH,SAFE,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", ""259: Mga ginoo—anya—may isang caugalian sa Alemaniang pagka pumaparoon sa isang capisanan, at walang masumpungang sa kanya'y magpakilala sa mga iba; siya ang nagsasabi ng kanyang pangalan at napakikilala, at sumasagot naman ang mga kausap ng sa gayon ding paraan."", ""260: Itulot po ninyo sa akin ang ganitong ugali; hindi dahil sa ibig kong dito'y magdala ng mga asal ng mga taga ibang lupain, sa pagka't totoong magaganda rin naman ang ating mga caugalian, kung di sa pagka't napipilitan kong gawin ang gayong bagay.""]"
cuartel,29,0,C_TO_K,kuartel,HIGH,SAFE,"[""462: Ngunit sumama po kayo sa aki't ako'y paroroon sa cuartel; sasabihin ko hanggang tayo'y lumalacad."", ""519: Samantala'y dumating sila sa pintuan ng cuartel."", ""606: Sa dalawang taong kanyang pangangapita'y nacasira siya ng sampong frac, sampong sombrerong de copa at anim na baston: ang frac at sombrero de copa'y sa Ayuntamiento, sa Malacanyang at sa cuartel; ang sombrero de copa at ang frac ay sa sabungan, sa pamilihan, sa mga procesion, sa mga tindahan ng mga insic, at sa ilalim ng sombrero at sa loob ng frac ay si Kapitang Tiagong nagpapawis at nag-eesgrima ng bastong may borlas, na nag uutos, naghuhusay at guinugulo ang lahat, taglay ang isang cahangahangang casipagan at isang pagkamatimtimang lalo pa manding cahangahanga.""]"
malungcot,29,0,C_TO_K,malungkot,HIGH,SAFE,"[""723: Sa mga panaguimpan ko'y nakikita ko ikaw na nacatindig sa tabing dagat ng Maynila, nacatanaw sa malayong abot ng paninging nababalot sa malamlam na liwanag ng maagang pagbubucang liwayway; aking naririnig ang isang aaying-aying at malungcot na awit na sa aki'y pumupucaw ng nagugulaylay ng mga damdamin, at tinatawag ko sa alaala ng aking puso ang mga unang taon ng aking camusmusan, ang ating mga catuwaan, ang ating mga paglalaro, ang buong nacaraang maligayang panahong binigyan mong casayahan, samantalang doroon ka sa bayan."", ""843: Nakikisaliw sa malungcot at di nagbabagong anyo ng awit ng namamatnugot na nacasacay sa kalabaw ang matinding calairit ng tuyong rueda sa pag-ikit na kasama ang kinsekinse ng mabigat na carreton; kung minsan nama'y ang malagaslas na tunog ng gasgas na mga paa ng isang paragos, niyang trineong sa Filipinas ay hinihilang napacabanayad sa ibabaw ng alaboc o ng mga lubac sa daan."", ""845: Pabayaan nating maglacbay ang binatang nagdidilidili o nacacatulog: ang hiwagang malungcot o masaya ng catapangang hindi nacacaakit ng kanyang gunamgunam: ang araw na iyong nagpapapakintab sa mga dulo ng mga kahoy at nagpapatacbo sa mga tagabukid na nangapapaso ang mga paa sa nagbabagang lupa, baga man sila'y may panyapac na mga lipac; ang araw na iyong pumipiguil sa isang babaeng tagabukid sa lilim ng isang talisay o cawayanan, at sa kanya'y nagpapaisip ng mga bagaybagay na walang catuturan at di mapagwari, ang isip na iyo'y hindi nacalulugod sa ating binata.""]"
caibigang,28,0,C_TO_K,kaibigang,HIGH,SAFE,"[""243: —Ngunit kailan ma'y hindi ko naging caibigang matalic ang iyong ama."", ""662: ¡Ah, ngayo'y ibig niyang maparoon uli sa beaterio, sa casamahan ng kanyang mga caibigang babae!"", ""1421: Kung iya'y maguiguing katotohanan, sacalin na ninyo't patayin iyang inyong anak na lalaking diya'y tumutulog; kung ang ganyang pananampalataya'y hindi isang malaking capusungang laban sa Dios na iyang dapat na maguing siyang Dakilang Cagalingan; pagkakagayo'y ang Molok fenicio na ang kinacai'y ang inihahayin sa kanyang mga pinapatay na tao at ang dugong walang-malay-sala, at sinususunog sa kanyang tiyan ang mga sanggol na inagaw sa dibdib ng kanilang mga ina, ang mamamatay-taong dios na iyan, ang dios na iyang calaguimlaguim, kung isusumag sa Kanya'y masasabing isang dalagang mahina ang loob, isang caibigang babae, ang ina ng Sangcataohan!""]"
ucol,28,0,C_TO_K,ukol,HIGH,SAFE,"['18: Sa panonood ng mga calagayang iyong umaakit sa pagkakagana sa pagkain at naguudyoc ng ucol sa paglasap ng masasarap na bagay bagay, marahil acalain ng ilang may masamang isipan ang may-ari ng bahay, na napagkikilalang magaling ang calooban ng halos lahat ng mga magsisiupo sa mesa, at ng huwag namang mahalatang totoo ang kanyang panucala, nagsabit sa quizame ng maririkit na lamparang gawa sa China, mga jaulang walang ibon, mga bolang cristal na may azogueng may kulay pula, verde at azul, mga halamang pangbiting lanta na, mga tuyong isdang botete na hinipa\'t ng bumintog, at iba pa, at ang lahat ng ito\'y nacuculong sa may dakong ilog ng maiinam na mga arcong kahoy, na ang anyo\'y alangang huguis europeo\'t alangang huguis insic, at may natatanaw namang isang ""azoteang"" may mga balag at mga ""glorietang"" bahagya na naliliwanagan ng mga maliliit na farol na papel na may sarisaring kulay.', ""84: Ang sinabi niya'y ucol sa mga ibang lupaing sacop, na ang mga nananahan doo'y pawang sa lahi ring iyan!..."", '369: —Sa halimbawa ... tungkol sa pamumuhay ng mga bayan ... sa buhay ng pakikipanayam, ang lakad ng pamamahala ng bayan, ang ucol sa religion, ang sa calahatan, ang catas, ang cabooan....']"
capurihan,27,0,C_TO_K,kapurihan,HIGH,SAFE,"[""175: Isang taong gaya niyang may isang anak na lalaking kinabubuhusan ng buong pag-irog at mga pag-asa, isang taong may pananampalataya sa Dios, na nacacaalam ng kanyang mga catungculang dapat ganapin sa pamamayan, isang taong mapagmahal sa capurihan at hindi sumisinsay sa catuwiran, ang ganyang tao'y hindi nagpapacamatay."", '228: —¡May capurihan akong ipakilala po sa inyo si Don Crisostomo Ibarra, na anak ng nasira kong kaibigan!', ""250: Siya'y aking nakilala at nacapanayam, at masasabi kong siya'y isa sa mga taong lalong carapatdapat at lalong may malinis na capurihan sa Filipinas.""]"
kinacailangan,26,0,C_TO_K,kinakailangan,HIGH,SAFE,"[""483: Sa pagka't kinacailangan niyang mabuhay, at hindi pahintulot sa kanya ang magtrabajo ng mabigat na macasisira ng aming capurihan, nagtamo siya, hindi ko alam kung sino ang sa kanya'y nagbigay, ng catungculang pagka maniningil ng buwis ng mga carruaje, calesa at iba pang sasacyan."", ""566: Kung dahil sa isang malaking caguipita'y manacanacang kinacailangan ang mga saclolo ng calangitan at walang makita agad kahi't isang candilang pula ng insic, kung magcagayo'y nakikiusap na siya sa mga santo at sa mga santang kanyang pintacasi, at ipinangangaco sa kanila ang maraming bagay upang sila'y mapilitan at lubos mapapaniwalaang tunay na magaling ang kanyang mga hangad."", '831: ""—At ngumingiting idinagdag; ""Nangagaisiparito sila sa paghanap ng guinto; ¡mangagsiparoon naman kayo sa kanilang lupai\'t hanapin ninyo roon ang ibang guintong ating kinacailangan!']"
cawayan,25,0,C_TO_K,kawayan,HIGH,SAFE,"[""804: Sa lilim ng isang carretong kahoy nacabulagta ang isa sa mga taong iyon, walang malay tao, bukas ng caunti ang mga mata; pinagbubuti naman ng dalawang presidiario rin ang isang hihigang cawayan, walang galit, walang pighati, walang yamot, ano pa't walang pinag-ibhan sa sinasabing caugalia't anyo ng dalisay na mga tagarito."", ""846: Bumalic tayo sa Maynila samantalang gumugulong ang coche't nagpapaguiray-guiray, tulad sa isang lasing, sa burol-burol na lupa, at samantalang tumatawid sa tulay na cawayan, pumapanhik sa mataric na ahunin o bumababa sa totoong malalim na lusungin."", '968: Nagagamit nilang pananda ang lahat: isang kahoy, isang sampaloc na may maliliit na dahon, ang niog na puspos ng mga buco, tulad sa maanaking si Astarte o kay Diana sa Efeso na may maraming suso, isang humahabyog na cawayan, isang bunga, isang cruz.']"
coche,25,0,C_TO_K,koche,HIGH,SAFE,"[""7: Dapat halataing sa lubhang kinakailangang gamit na ito ng nayong ang dami ng kalakal at taong nagpaparoo't parito'y nacatutulig, sa layong halos may sanglibong metro'y bahagya na lamang nagcaroon ng isang tulay na kahoy, na sa anim na bowa'y sira ang kabilang panig at ang kabila nama'y hindi maraanan sa nalalabi ng taon, na ano pa't ang mga kabayo, kung panahong tag-init, kanilang sinasamantala ang gayong hindi nagbabagong anyo, upang mula roo'y lumucso sa tubig, na ikinagugulat ng nalilibang na taong may camatayang sa loob ng coche ay nacacatulog o nagdidilidili ng mga paglago ng panahon."", ""159: ¡Lakad na kayo't ipahihiram ko pa sa inyo ang aking coche!"", ""677: Ibig sanang yacapin ni Maria Clara ang kanyang tia; ngunit narinig niyang tumiguil ang isang coche ay siya'y namutla.""]"
caniyang,24,0,C_TO_K,kaniyang,HIGH,SAFE,"['251: —Ginoo—ang sagot ni Ibarrang nababagbag ang puso—ang inyo pong pagpuri sa aking ama ay pumapawi ng aking mga pag-alap-ap tungkol sa caniyang kinahinatnang palad, na ako, na kanyang anak ay di ko pa napagtatalos.', ""3033: Hinarap ng mga matatandang babae, gayon man, ang cura, upang makipagsalitaan sa kanya tungkol sa mga bagay na nauucol sa religion; datapwat hindi marahil minamagaling ni fray Salvi ang lugar na kinalalagyan at ang capanahunang iyon, kaya nga't pawang mga malalabo ang caniyang mga isinasagot at mapapanglaw at may galit na halo, at ang kanyang mga matang hindi tumitingin man lamang sa kanyang mga kinacausap ay nagpapalingaplingap sa magcabicabila."", '4325: hinawacan ko siya ng nag-iibig ng tumacas, pagkatapos na mapasimulan niya ang gawang pangpahamac; nakita ko ang caniyang pananampalasan.']"
