old_token,new_token,frequency,confidence,reason,reviewer_decision,decision_note
cagagawang,kagagawang,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
nacatali,nakatali,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
nacaraan,nakaraan,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
cabeza,kabeza,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
acalain,akalain,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
cumilala,kumilala,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
pinagcaratihan,pinagkaratihan,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
pagsusumicap,pagsusumikap,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
calupitan,kalupitan,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
cumikinang,kumikinang,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
cacaunting,kakaunting,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
calaki,kalaki,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
catamisan,katamisan,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
catolico,katoliko,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
abanico,abaniko,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
nacasacay,nakasakay,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
caguilaguilalas,kaguilaguilalas,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
ninacaw,ninakaw,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
pinagsisicapang,pinagsisikapang,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
nacatungo,nakatungo,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
hagcan,hagkan,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
casalucuyan,kasalukuyan,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
colegio,kolegio,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
macausap,makausap,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
ipinangaco,ipinangako,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
cocinero,kocinero,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
tungcod,tungkod,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
caguinhawahan,kaguinhawahan,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
nagcamit,nagkamit,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
cabunducan,kabundukan,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
cakimian,kakimian,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
pacasal,pakasal,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
baculan,bakulan,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
casal,kasal,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
ipinagcaloob,ipinagkaloob,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
cauntian,kauntian,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
kinabucasa'y,kinabukasa'y,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
catotong,katotong,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
capacumbabaan,kapakumbabaan,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
magcabilang,magkabilang,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
calakhan,kalakhan,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
nacapangyayari,nakapangyayari,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
nacacawangis,nakakawangis,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
cunin,kunin,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
capisanang,kapisanang,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
nacacatulog,nakakatulog,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
capatagan,kapatagan,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
ipinagwica,ipinagwika,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
macapagsasabi,makapagsasabi,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
canta,kanta,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
catalinuhan,katalinuhan,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
capalaluan,kapalaluan,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
magcasakit,magkasakit,6,HIGH,C_TO_K,APPROVED,AUTO_SAFE
nagcacagayo'y,nagkakagayo'y,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catapusang,katapusang,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macailang,makailang,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caratig,karatig,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
tanicala,tanikala,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
yapacan,yapakan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icaapat,ikaapat,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casuutan,kasuutan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casiraan,kasiraan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casangcapang,kasangkapang,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
munacalang,munakalang,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
camunti,kamunti,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casalanang,kasalanang,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calang,kalang,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacalabis,napakalabis,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macahulugan,makahulugan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pasco,pasko,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casucatan,kasukatan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagyucod,pagyukod,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cagandagandahan,kagandagandahan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capatagang,kapatagang,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacaaalam,nakaaalam,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
acala'y,akala'y,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calinisan,kalinisan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capacete,kapacete,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catungcula'y,katungkula'y,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapanood,makapanood,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapagbigay,nakapagbigay,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mapamintacasing,mapamintakasing,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagtacas,pagtakas,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
kinacaladcad,kinakaladkad,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casulatan,kasulatan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
kinacausap,kinakausap,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahirapang,kahirapang,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
fiscal,fiskal,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahinhinan,kahinhinan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagkatacot,pagkatakot,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cawayanan,kawayanan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carretong,karretong,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapapahamac,makapapahamac,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahulihulihang,kahulihulihang,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carumaldumal,karumaldumal,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calilimutan,kalilimutan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cagamutan,kagamutan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
culubot,kulubot,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcasiya,magkasiya,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacalulugod,nakalulugod,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cawalang,kawalang,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pintacasi,pintakasi,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cancion,kancion,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
escuelahang,eskuelahang,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagbigay,makapagbigay,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagcuculang,pagkukulang,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahalong,kahalong,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cadahilana'y,kadahilana'y,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catawatawa,katawatawa,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
escapulario,eskapulario,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
patungcol,patungkol,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cafiestahan,kafiestahan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
hinagcan,hinagkan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caparusahan,kaparusahan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
alcalde,alkalde,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cura'y,kura'y,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacacatulad,nakakatulad,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
tungculing,tungkuling,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cagandahang,kagandahang,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catigasan,katigasan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casucasuan,kasukasuan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cauculan,kaukulan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinucaw,pinukaw,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caluluwang,kaluluwang,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacasuntoc,nakasuntoc,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinagsisicapan,pinagsisikapan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ipagcatiwala,ipagkatiwala,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacararaan,nakararaan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casintahan,kasintahan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sacali,sakali,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabataang,kabataang,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catutubo,katutubo,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
camangmangan,kamangmangan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caruwagan,karuwagan,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mamacailang,mamakailang,5,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
kinacain,kinakain,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cuaderno,kuaderno,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carunungang,karunungang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nag-acala,nag-akala,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cuadrillerong,kuadrillerong,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagliligtas,makapagliligtas,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacararating,nakararating,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
culungan,kulungan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catapustapusang,katapustapusang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calayuan,kalayuan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capon,kapon,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacasara,nakasara,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinaca,pinaka,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cohete,kohete,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cacahuyan,kakahuyan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacacabit,nakakabit,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carapatang,karapatang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sacuna,sakuna,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
camacalawa,kamakalawa,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
camatis,kamatis,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capowa,kapowa,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacahiga,nakahiga,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cura't,kura't,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
manacanaca'y,manakanaka'y,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcacamit,nagkakamit,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacabalot,nakabalot,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacacaramdam,nakakaramdam,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacabiting,nakabiting,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
tanicalang,tanikalang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magwicang,magwikang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
wiwicain,wiwikain,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macaatlo,makaatlo,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
bangcong,bangkong,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caliskis,kaliskis,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahalo,kahalo,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macagagawa,makagagawa,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carangalan,karangalan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cawad,kawad,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabecera,kabecera,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napaca,napaka,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catuwaang,katuwaang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahihinatnan,kahihinatnan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
daco'y,dako'y,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
bagcos,bagkos,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacacawatas,nakakawatas,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calimutan,kalimutan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macacakita,makakakita,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapangahas,makapangahas,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cumalat,kumalat,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
buco,buko,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
condecoracion,kondekoracion,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casaganaan,kasaganaan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sangcataohan,sangkataohan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinagcagugulan,pinagkagugulan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcuculang,magkukulang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
tuca,tuka,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagsasaca,pagsasaka,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabayong,kabayong,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casipagan,kasipagan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casalatan,kasalatan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabooan,kabooan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
medico,mediko,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mapagpacumbaba,mapagpakumbaba,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cumanta,kumanta,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cama'y,kama'y,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinapagcunot,pinapagkunot,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casucatang,kasukatang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catre,katre,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icalimang,ikalimang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacaliligalig,nakaliligalig,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
lungcot,lungkot,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catatagang,katatagang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pangwacas,pangwakas,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
kinacagat,kinakagat,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacaluhod,nakaluhod,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caululan,kaululan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
angcap,angkap,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icatlong,ikatlong,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapugay,nakapugay,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagnanacaw,pagnanakaw,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cababalaghan,kababalaghan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cañon,kañon,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capaslangan,kapaslangan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carruaje,karruaje,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
humucay,humukay,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mapapacagaling,mapapakagaling,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapasoc,makapasoc,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagnanacaw,nagnanakaw,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacatuclas,nakatuclas,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caca,kaka,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabahayan,kabahayan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacaringig,nakaringig,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macahulugang,makahulugang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacamagaling,pinakamagaling,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macacain,makakain,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
munacala,munakala,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cagalitan,kagalitan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
musico,musiko,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cambal,kambal,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pumupucaw,pumupukaw,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caja,kaja,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caparangan,kaparangan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacu,naku,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagpapacabicabila,nagpapakabikabila,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casasapitan,kasasapitan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sacaling,sakaling,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macacaya,makakaya,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casinungalingan,kasinungalingan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
paunlacan,paunlakan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cariliman,kariliman,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cataga,kataga,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catapangan,katapangan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
adhicang,adhikang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabaitan,kabaitan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caunaunahang,kaunaunahang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cochero,kochero,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cawiliwiling,kawiliwiling,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcacasambahay,magkakasambahay,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapaco,nakapako,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calapati,kalapati,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macacapal,makakapal,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahapo'y,kahapo'y,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangangatungculan,nangangatungkulan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sico,siko,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabalitaang,kabalitaang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casulatang,kasulatang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capahintulutan,kapahintulutan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
franciscanong,franciskanong,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagbabaca,pagbabaka,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ipinangangaco,ipinangangako,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sangcap,sangkap,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
matatacuting,matatakuting,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icasampo,ikasampo,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
arcong,arkong,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cola,kola,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
comedor,komedor,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacasiwang,nakasiwang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calangitan,kalangitan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caida,kaida,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cambing,kambing,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pacanin,pakanin,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacabaon,nakabaon,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mawiwicang,mawiwikang,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabalitaan,kabalitaan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cumot,kumot,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
arquitecto,arkitecto,4,HIGH,QU_TO_K,APPROVED,AUTO_HIGH_CONF
cahigtan,kahigtan,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
licat,likat,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
vocal,vokal,4,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caculangang,kakulangang,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cortinang,kortinang,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pangangalacal,pangangalakal,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
kinaladcad,kinaladkad,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
maglingcod,maglingkod,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacasama,napakasama,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casilacbuhan,kasilacbuhan,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casamasamaang,kasamasamaang,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casiraang,kasiraang,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caimbihan,kaimbihan,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacakikilala,nakakikilala,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
naglilicat,naglilikat,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcagugol,magkagugol,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagsicapan,pagsikapan,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapagpapangiti,nakapagpapangiti,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
bunduc-bunducan,bunduc-bundukan,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagtataca,nangagtataka,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacalulan,nakalulan,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
franciscano't,franciskano't,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahulihulihan,kahulihulihan,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cartera,kartera,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabulastugan,kabulastugan,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capintasang,kapintasang,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casayahang,kasayahang,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
corona,korona,3,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
