token,count,proposed_modern
dumuducal,1,dumuducal
cabrestante,1,cabrestante
pinacatungcod,1,pinacatungcod
canto,1,canto
carpintero,1,carpintero
blanqueador,1,blanqueador
cerrajero,1,cerrajero
escultor,1,escultor
macapagtatrabajo,1,macapagtatrabajo
maipasoc,1,maipasoc
parisucat,1,parisucat
palaciong,1,palaciong
pinacapacpac,1,pinacapacpac
centimentro,1,centimentro
mangagtacbuhan,1,mangagtacbuhan
mangaglucsuhan,1,mangaglucsuhan
columpio,1,columpio
macarapaglaro,1,macarapaglaro
comba,1,comba
papagtutungcuing,1,papagtutungcuing
papagcapitcapitin,1,papagcapitcapitin
cabriang,1,cabriang
nagcacahugpong,1,nagcacahugpong
pagcacasulat,1,pagcacasulat
ipamamahagui,1,ipamamahagui
pinacaganting,1,pinacaganting
carritong,1,carritong
Ipinangaco,1,Ipinangaco
magbebendicion,1,magbebendicion
cuculangin,1,cuculangin
pagcacasunduang,1,pagcacasunduang
macucuhang,1,macucuhang
magcacagugol,1,magcacagugol
magcaminsan,1,magcaminsan
guinuguniguni,1,guinuguniguni
catalinuhang,1,catalinuhang
capalaluang,1,capalaluang
macapangibabaw,1,macapangibabaw
articulong,1,articulong
mapagcaawang,1,mapagcaawang
pagcagugulan,1,pagcagugulan
paghalic,1,paghalic
relicariong,1,relicariong
magcawatasan,1,magcawatasan
Nangguiguitna,1,Nangguiguitna
nagsisipangguilalas,1,nagsisipangguilalas
catabilang,1,catabilang
pagcaalis,1,pagcaalis
nagcacapacpac,1,nagcacapacpac
Cumikislap,1,Cumikislap
Nangaglalacaran,1,Nangaglalacaran
Nangagcacahalohalo,1,Nangagcacahalohalo
nangagcacasicuhan,1,nangagcacasicuhan
nangagtutulacan,1,nangagtutulacan
matahac,1,matahac
macapaghawi,1,macapaghawi
macasama,1,macasama
cakilalang,1,cakilalang
Nangagsipanhic,1,Nangagsipanhic
pagcahanga,1,pagcahanga
costas,1,costas
Pinagsisicapan,1,Pinagsisicapan
cailaw,1,cailaw
Nagtaca,1,Nagtaca
colera,1,colera
pinagcacantahan,1,pinagcacantahan
catono,1,catono
Carukharukhaang,1,Carukharukhaang
pagcalayo,1,pagcalayo
malulungccot,1,malulungccot
nacalulunos,1,nacalulunos
Guiring,1,Guiring
guiring,1,guiring
carayom,1,carayom
pagsacdal,1,pagsacdal
Cakilakilabot,1,Cakilakilabot
nagpacasigawsigaw,1,nagpacasigawsigaw
lucso,1,lucso
ipatungcol,1,ipatungcol
calanguhan,1,calanguhan
Casasabi,1,Casasabi
lalactawan,1,lalactawan
calacarang,1,calacarang
nacapapanood,1,nacapapanood
macapapanod,1,macapapanod
Pagcaramirami,1,Pagcaramirami
pinaunlacan,1,pinaunlacan
Capangpangan,1,Capangpangan
Escribanong,1,Escribanong
comico,1,comico
mimico,1,mimico
lirico,1,lirico
coreografico,1,coreografico
nagsisiksicang,1,nagsisiksicang
pagcalooban,1,pagcalooban
Gobernadorcilio,1,Gobernadorcilio
camahalmahalan,1,camahalmahalan
napacatimtiman,1,napacatimtiman
pagcacalabas,1,pagcacalabas
pagcantang,1,pagcantang
Doce,1,Doce
Rothschild,1,Rothschild
refresco,1,refresco
calahing,1,calahing
Elcano,1,Elcano
icararangal,1,icararangal
magpacaramirami,1,magpacaramirami
Pintacasing,1,Pintacasing
Capisanang,1,Capisanang
pagcacasamaan,1,pagcacasamaan
licmuan,1,licmuan
maacala,1,maacala
nacapagtuturo,1,nacapagtuturo
sacrista,1,sacrista
acolito,1,acolito
nanicluhod,1,nanicluhod
celebrante,1,celebrante
ipinaguiguing,1,ipinaguiguing
guion,1,guion
cirial,1,cirial
tinatangkililc,1,tinatangkililc
oficiante,1,oficiante
Nacapangguiguilalas,1,Nacapangguiguilalas
iniuudioc,1,iniuudioc
pamimintacasing,1,pamimintacasing
casantasantahan,1,casantasantahan
pagcacataglay,1,pagcacataglay
ancap,1,ancap
Monescillo,1,Monescillo
casaganaang,1,casaganaang
casiyahan,1,casiyahan
nacararaig,1,nacararaig
magcapisan,1,magcapisan
Terpsicore,1,Terpsicore
cayamanyamanang,1,cayamanyamanang
pinagpiguingan,1,pinagpiguingan
ipinacain,1,ipinacain
casalan,1,casalan
Cana,1,Cana
Camacho,1,Camacho
casuutang,1,casuutang
pagcapatapiloc,1,pagcapatapiloc
nacatulig,1,nacatulig
nacabingi,1,nacabingi
Chiquito,1,Chiquito
cabezang,1,cabezang
Nagcuculang,1,Nagcuculang
catotoo,1,catotoo
nahiguingan,1,nahiguingan
magcuculong,1,magcuculong
Calakip,1,Calakip
nirepique,1,nirepique
Cagalanggalang,1,Cagalanggalang
cajita,1,cajita
cadena,1,cadena
paggagalac,1,paggagalac
nangagcacahalo,1,nangagcacahalo
buscapies,1,buscapies
nagtitiguil,1,nagtitiguil
carerepique,1,carerepique
nagcacasalasalabat,1,nagcacasalasalabat
casangcap,1,casangcap
nagpiguing,1,nagpiguing
dalmatica,1,dalmatica
nagcurang,1,nagcurang
calalim,1,calalim
nacaguiguinhawang,1,nacaguiguinhawang
Cadakilaan,1,Cadakilaan
capangahasan,1,capangahasan
calusugan,1,calusugan
cainsican,1,cainsican
mapagcatiwalang,1,mapagcatiwalang
calahatlahatan,1,calahatlahatan
nasaguip,1,nasaguip
macapagcanta,1,macapagcanta
kinacanta,1,kinacanta
cabayanihang,1,cabayanihang
quesong,1,quesong
catiwalang,1,catiwalang
macapagpaubo,1,macapagpaubo
queso,1,queso
Nacacahawig,1,Nacacahawig
kinucunan,1,kinucunan
Itinititic,1,Itinititic
linangcap,1,linangcap
cargamento,1,cargamento
yacos,1,yacos
nagcacahalaga,1,nagcacahalaga
pagcalibaguing,1,pagcalibaguing
capayatan,1,capayatan
nacacaaalang,1,nacacaaalang
nacadoop,1,nacadoop
panunungcol,1,panunungcol
nakikisacristan,1,nakikisacristan
nacasobrepelliz,1,nacasobrepelliz
incensario,1,incensario
inaacbayan,1,inaacbayan
nakipagprocesio,1,nakipagprocesio
colgadura,1,colgadura
sumabalicat,1,sumabalicat
caayusan,1,caayusan
capa,1,capa
caitiman,1,caitiman
azabache,1,azabache
nacapagpapatawa,1,nacapagpapatawa
patacbong,1,patacbong
Umiyac,1,Umiyac
nacamasid,1,nacamasid
Nangagtutulacan,1,Nangagtutulacan
nagsisicsican,1,nagsisicsican
nagsisipasoc,1,nagsisipasoc
nayapacan,1,nayapacan
casicpan,1,casicpan
magcacasakit,1,magcacasakit
pagcatuyo,1,pagcatuyo
caduloduluhan,1,caduloduluhan
macahinga,1,macahinga
mapusoc,1,mapusoc
nacahuhulog,1,nacahuhulog
nacapapasalangit,1,nacapapasalangit
kinauuculan,1,kinauuculan
iiyacan,1,iiyacan
Condenada,1,Condenada
itahimic,1,itahimic
macaririnig,1,macaririnig
pinacacurotcurot,1,pinacacurotcurot
nacapaningkayad,1,nacapaningkayad
umaacbay,1,umaacbay
encantadong,1,encantadong
nacapanalo,1,nacapanalo
nangaguising,1,nangaguising
cacacampanilla,1,cacacampanilla
cantor,1,cantor
diacono,1,diacono
subdiacono,1,subdiacono
nagcanta,1,nagcanta
ipinagtataca,1,ipinagtataca
ikinacanta,1,ikinacanta
caguilasan,1,caguilasan
comedianteng,1,comedianteng
suclas,1,suclas
pinacananasang,1,pinacananasang
Pamucaw,1,Pamucaw
Dornroscheu,1,Dornroscheu
pagcaguising,1,pagcaguising
tuctucan,1,tuctucan
nagdaragoc,1,nagdaragoc
maipacaguinhawa,1,maipacaguinhawa
naningcayad,1,naningcayad
pagpanhic,1,pagpanhic
palicawlicaw,1,palicawlicaw
Magpacatalino,1,Magpacatalino
taquigrafia,1,taquigrafia
pagtititic,1,pagtititic
doceret,1,doceret
corum,1,corum
aquam,1,aquam
pagcauhaw,1,pagcauhaw
icadalawampong,1,icadalawampong
oc,1,oc
capipinta,1,capipinta
cabanalbanalang,1,cabanalbanalang
inilacad,1,inilacad
nacagalac,1,nacagalac
loquebantur,1,loquebantur
cagalawan,1,cagalawan
magcandadala,1,magcandadala
pagcabihag,1,pagcabihag
mapagwaguing,1,mapagwaguing
cacristianohan,1,cacristianohan
guinagahis,1,guinagahis
ranchero,1,ranchero
tagapagpacain,1,tagapagpacain
nagcacamaling,1,nagcacamaling
papangguilalasin,1,papangguilalasin
pagcapatanga,1,pagcapatanga
tagadicta,1,tagadicta
sumasacsing,1,sumasacsing
macapagningning,1,macapagningning
nacahayag,1,nacahayag
caribinero,1,caribinero
Mapagpacumbaba,1,Mapagpacumbaba
pagcasaulo,1,pagcasaulo
mangagpapacasama,1,mangagpapacasama
mangapapahamac,1,mangapapahamac
macapagsisisi,1,macapagsisisi
humihicayat,1,humihicayat
Ca,1,Ca
capelo,1,capelo
toca,1,toca
talucbong,1,talucbong
nangagsisicapit,1,nangagsisicapit
napacabig,1,napacabig
caligaw,1,caligaw
pagcacasunodsunod,1,pagcacasunodsunod
lumactaw,1,lumactaw
pagdidicta,1,pagdidicta
libaguing,1,libaguing
pagcacacawang,1,pagcacacawang
cahulililip,1,cahulililip
cagalinggalingang,1,cagalinggalingang
Mangguilalas,1,Mangguilalas
macapaglalatin,1,macapaglalatin
macapagwicang,1,macapagwicang
caaliwang,1,caaliwang
Nagwicang,1,Nagwicang
calupaang,1,calupaang
mapagpiguil,1,mapagpiguil
nagpapacatino,1,nagpapacatino
nacacatalos,1,nacacatalos
Napacadiablo,1,Napacadiablo
paglactaw,1,paglactaw
pinacamainam,1,pinacamainam
Tinuctucan,1,Tinuctucan
condenadang,1,condenadang
capatir,1,capatir
Menche,1,Menche
ipinagcasala,1,ipinagcasala
itiniguil,1,itiniguil
Ibinulusoc,1,Ibinulusoc
cariinan,1,cariinan
Tinucoy,1,Tinucoy
sacramento,1,sacramento
castorillo,1,castorillo
nacakilin,1,nacakilin
huwac,1,huwac
suclay,1,suclay
makicamay,1,makicamay
mahahalic,1,mahahalic
casusutan,1,casusutan
guin,1,guin
Cun,1,Cun
calle,1,calle
canyan,1,canyan
nadlalacat,1,nadlalacat
sasacay,1,sasacay
maguiguin,1,maguiguin
sinasacyan,1,sinasacyan
macapagpapatuloy,1,macapagpapatuloy
cumikiyang,1,cumikiyang
Nacatulog,1,Nacatulog
nalucot,1,nalucot
condenado,1,condenado
Nagcagulo,1,Nagcagulo
macapagcruz,1,macapagcruz
iguinagalan,1,iguinagalan
calupaan,1,calupaan
Humihilic,1,Humihilic
pagcaantoc,1,pagcaantoc
pagtutuca,1,pagtutuca
nacalingit,1,nacalingit
capataga,1,capataga
campanilla,1,campanilla
roca,1,roca
kinacacabitan,1,kinacacabitan
naghicab,1,naghicab
Incarnatus,1,Incarnatus
CABRIA,1,CABRIA
Guinanap,1,Guinanap
tungcong,1,tungcong
nacahahangang,1,nacahahangang
nagcacacabitcabit,1,nagcacacabitcabit
cabit,1,cabit
mapagcalas,1,mapagcalas
calas,1,calas
cabooang,1,cabooang
guirnalda,1,guirnalda
ganchong,1,ganchong
nacasulot,1,nacasulot
capapatungang,1,capapatungang
cilindro,1,cilindro
macasandaang,1,macasandaang
camang,1,camang
cabawasan,1,cabawasan
caal,1,caal
maquinaria,1,maquinaria
pinacalibingang,1,pinacalibingang
pinacadingding,1,pinacadingding
pinacabangcay,1,pinacabangcay
caliligpitan,1,caliligpitan
naglalacadlacad,1,naglalacadlacad
maguiba,1,maguiba
mapagwasac,1,mapagwasac
pinacabalat,1,pinacabalat
manghuhucay,1,manghuhucay
mangagsisicap,1,mangagsisicap
civilizaciong,1,civilizaciong
pagcahabahabang,1,pagcahabahabang
cahunghangan,1,cahunghangan
mapagcurocuro,1,mapagcurocuro
cahangalan,1,cahangalan
canunonunuan,1,canunonunuan
cahidwaan,1,cahidwaan
nangagcacaisa,1,nangagcacaisa
pangcaraniwang,1,pangcaraniwang
Rico,1,Rico
cabanalbanalan,1,cabanalbanalan
cagaling,1,cagaling
carunong,1,carunong
pagcaaalang,1,pagcaaalang
ipinacacain,1,ipinacacain
camali,1,camali
balican,1,balican
cosfitura,1,cosfitura
lucsuhan,1,lucsuhan
catuwatuwang,1,catuwatuwang
Nangagsisipanhic,1,Nangagsisipanhic
escuelang,1,escuelang
Causap,1,Causap
pagcamahal,1,pagcamahal
pagcacaserdote,1,pagcacaserdote
pangwisic,1,pangwisic
calagyan,1,calagyan
cacamcamin,1,cacamcamin
nacauunlac,1,nacauunlac
cadakilaang,1,cadakilaang
nacaukit,1,nacaukit
cahalagaha,1,cahalagaha
civilisacion,1,civilisacion
macatitig,1,macatitig
nangagsipacpac,1,nangagsipacpac
pagpacpac,1,pagpacpac
tumangguing,1,tumangguing
isasaloc,1,isasaloc
Caringatdingat,1,Caringatdingat
calo,1,calo
cabris,1,cabris
nangagsitacbo,1,nangagsitacbo
mangacagalaw,1,mangacagalaw
sumilacbong,1,sumilacbong
cabilis,1,cabilis
nacatimbuang,1,nacatimbuang
nangagcumpascumpas,1,nangagcumpascumpas
sinacal,1,sinacal
Musica,1,Musica
CAISIPAN,1,CAISIPAN
despacho,1,despacho
quimico,1,quimico
mangguilalas,1,mangguilalas
liwanaguin,1,liwanaguin
pagcahindi,1,pagcahindi
magpacababa,1,magpacababa
icapapanatag,1,icapapanatag
nacapupucaw,1,nacapupucaw
cagabing,1,cagabing
nagcusang,1,nagcusang
macapagtatanong,1,macapagtatanong
humucom,1,humucom
pangpahamac,1,pangpahamac
capanganiban,1,capanganiban
casalangsangan,1,casalangsangan
pagcacasira,1,pagcacasira
tacda,1,tacda
casalangsangang,1,casalangsangang
ibinabalangcas,1,ibinabalangcas
Nauucol,1,Nauucol
sumasacatwirang,1,sumasacatwirang
macapagwasac,1,macapagwasac
PAGCAIN,1,PAGCAIN
Nangagasisicain,1,Nangagasisicain
catamtamang,1,catamtamang
tiniclop,1,tiniclop
carangaldangalang,1,carangaldangalang
nagtatacbong,1,nagtatacbong
macahihirang,1,macahihirang
macacacain,1,macacacain
cumindat,1,cumindat
malunqueado,1,malunqueado
tiniticman,1,tiniticman
Catacot,1,Catacot
mangulugui,1,mangulugui
nangungulugui,1,nangungulugui
cunua,1,cunua
macapagsasalitaan,1,macapagsasalitaan
pangungulugui,1,pangungulugui
pacauliniguin,1,pacauliniguin
ihahaguis,1,ihahaguis
maguinaw,1,maguinaw
pinacahahangad,1,pinacahahangad
carapata,1,carapata
chez,1,chez
ces,1,ces
enrichir,1,enrichir
calomnier,1,calomnier
guinayahan,1,guinayahan
Nagsisicain,1,Nagsisicain
cagaslawan,1,cagaslawan
canicaniyang,1,canicaniyang
nangagcacaingay,1,nangagcacaingay
nangagsisicuhan,1,nangagsisicuhan
nagdidicdic,1,nagdidicdic
macapagpari,1,macapagpari
nacalalacad,1,nacalalacad
cababaa,1,cababaa
patriarca,1,patriarca
hiniguit,1,hiniguit
sinicsicang,1,sinicsicang
pagcacayas,1,pagcacayas
petaca,1,petaca
macailangang,1,macailangang
nalimpoc,1,nalimpoc
magdodoctor,1,magdodoctor
cumpare,1,cumpare
magcura,1,magcura
pabiscum,1,pabiscum
nasasactan,1,nasasactan
nagcacapagod,1,nagcacapagod
nagcacapangpapawis,1,nagcacapangpapawis
benedicion,1,benedicion
cuaresma,1,cuaresma
macagalitan,1,macagalitan
capagmumura,1,capagmumura
nacacamuang,1,nacacamuang
pagsacagawa,1,pagsacagawa
Canal,1,Canal
cahalayang,1,cahalayang
nacapaglacbay,1,nacapaglacbay
uhuguing,1,uhuguing
ilinagpac,1,ilinagpac
mabaluctoc,1,mabaluctoc
nababalac,1,nababalac
macawala,1,macawala
carumhan,1,carumhan
caralitaa,1,caralitaa
naguiguipit,1,naguiguipit
camamangmangan,1,camamangmangan
macaharap,1,macaharap
pinagpacundanganan,1,pinagpacundanganan
pinangguilalasan,1,pinangguilalasan
pagpapacacasipag,1,pagpapacacasipag
napaguitna,1,napaguitna
pagcahawac,1,pagcahawac
lumagpac,1,lumagpac
nagpanuntoc,1,nagpanuntoc
Macati,1,Macati
pagpapacunuwaring,1,pagpapacunuwaring
nangagsusuntucan,1,nangagsusuntucan
Nanunumbalic,1,Nanunumbalic
nacapagmunimuni,1,nacapagmunimuni
casapitan,1,casapitan
macapagpapatawad,1,macapagpapatawad
macatalastas,1,macatalastas
caibiga,1,caibiga
cabuluran,1,cabuluran
pagsacagayo,1,pagsacagayo
nangacacaisa,1,nangacacaisa
nagcacawasac,1,nagcacawasac
ticman,1,ticman
nagcacahawig,1,nagcacahawig
capahamacang,1,capahamacang
pagcapacagaling,1,pagcapacagaling
nawawacasan,1,nawawacasan
magcaganyan,1,magcaganyan
magcacaganyan,1,magcacaganyan
Ipagcacait,1,Ipagcacait
maipagcacait,1,maipagcacait
macapagwawalang,1,macapagwawalang
pagcagagaling,1,pagcagagaling
pagcapacasama,1,pagcapacasama
nacapapapatawad,1,nacapapapatawad
eexcomulgahin,1,eexcomulgahin
mangagcacagulang,1,mangagcacagulang
pagcamusmus,1,pagcamusmus
capagalang,1,capagalang
cahinatnan,1,cahinatnan
sisicaping,1,sisicaping
magcacariton,1,magcacariton
carretonero,1,carretonero
nagcamot,1,nagcamot
ispichoso,1,ispichoso
icapit,1,icapit
requimiternam,1,requimiternam
capag,1,capag
cailaan,1,cailaan
nacapagdadali,1,nacapagdadali
kinacalagan,1,kinacalagan
cacalagan,1,cacalagan
mapapacasama,1,mapapacasama
casacunaang,1,casacunaang
patoc,1,patoc
pagcacalarawa,1,pagcacalarawa
macasipi,1,macasipi
pagcalungayngay,1,pagcalungayngay
pagcatiin,1,pagcatiin
azucenang,1,azucenang
Macacawangis,1,Macacawangis
patiguilin,1,patiguilin
pagcabinyagan,1,pagcabinyagan
nacalalatag,1,nacalalatag
cumipot,1,cumipot
nacahalang,1,nacahalang
cumulo,1,cumulo
macapananalangin,1,macapananalangin
ipagcacait,1,ipagcacait
calinislinisang,1,calinislinisang
pacacantahin,1,pacacantahin
nangagsilacad,1,nangagsilacad
pagsasacdal,1,pagsasacdal
nacagalit,1,nacagalit
pabalicbalic,1,pabalicbalic
nagcacalupon,1,nagcacalupon
pangguilalas,1,pangguilalas
macaaalam,1,macaaalam
nangagsiyucod,1,nangagsiyucod
nacatataas,1,nacatataas
pinagcaugaliang,1,pinagcaugaliang
catataas,1,catataas
Nacahiga,1,Nacahiga
macumusta,1,macumusta
cagalangalang,1,cagalangalang
pagcasasalabat,1,pagcasasalabat
Ciara,1,Ciara
macahacbang,1,macahacbang
pagcacataong,1,pagcacataong
napapaguitanan,1,napapaguitanan
coma,1,coma
macapagpapasaya,1,macapagpapasaya
caramdaman,1,caramdaman
nagpacaing,1,nagpacaing
nacapagsalitaan,1,nacapagsalitaan
Humacbang,1,Humacbang
pakikicamay,1,pakikicamay
Nacasusugat,1,Nacasusugat
napacaliit,1,napacaliit
Iguinalaw,1,Iguinalaw
macapagtatawa,1,macapagtatawa
cayamana,1,cayamana
caaalis,1,caaalis
sinusucat,1,sinusucat
kinacaliangang,1,kinacaliangang
Gobernacion,1,Gobernacion
Gracia,1,Gracia
nacapipisil,1,nacapipisil
magcagulo,1,magcagulo
icahihinto,1,icahihinto
macasasapat,1,macasasapat
macapagpahamac,1,macapagpahamac
macapagsacdal,1,macapagsacdal
nacausap,1,nacausap
macagagaling,1,macagagaling
Nagagalac,1,Nagagalac
tinatapictapic,1,tinatapictapic
talicdan,1,talicdan
icapagcacapuri,1,icapagcacapuri
cagulumihanan,1,cagulumihanan
pagcacaprinsa,1,pagcacaprinsa
pagcacapalad,1,pagcacapalad
cailang,1,cailang
casalang,1,casalang
Nacaringig,1,Nacaringig
pagcalapit,1,pagcalapit
PROCESION,1,PROCESION
nangacaguantes,1,nangacaguantes
nagmumunacala,1,nagmumunacala
macapanghingi,1,macapanghingi
magcawatac,1,magcawatac
watac,1,watac
magcabunton,1,magcabunton
procecion,1,procecion
icababanal,1,icababanal
nacapagtataca,1,nacapagtataca
prosecion,1,prosecion
naliguid,1,naliguid
pagcagalinggaling,1,pagcagalinggaling
Cortona,1,Cortona
Cesario,1,Cesario
nacahabitong,1,nacahabitong
Nangagsisitiguil,1,Nangagsisitiguil
paliquid,1,paliquid
cahihintay,1,cahihintay
patingcayad,1,patingcayad
aguacil,1,aguacil
Pacana,1,Pacana
pagcacaramdam,1,pagcacaramdam
capuchon,1,capuchon
cahuad,1,cahuad
nagcacadaidaiti,1,nagcacadaidaiti
cortina,1,cortina
cinturon,1,cinturon
macacapangagaw,1,macacapangagaw
Arcangel,1,Arcangel
nagmamacaawa,1,nagmamacaawa
Nagpacapipi,1,Nagpacapipi
pinagcacadahilanan,1,pinagcacadahilanan
CONSOLACION,1,CONSOLACION
francia,1,francia
nacasususot,1,nacasususot
mainguiting,1,mainguiting
udiyoc,1,udiyoc
nagcacatuwa,1,nagcacatuwa
cahusayang,1,cahusayang
tungcos,1,tungcos
ibinubucas,1,ibinubucas
Cañamaque,1,Cañamaque
dilicaya,1,dilicaya
mangcuculam,1,mangcuculam
itatahimic,1,itatahimic
macaakit,1,macaakit
magpabalicbalic,1,magpabalicbalic
nagbabalacbalac,1,nagbabalacbalac
inaacmaang,1,inaacmaang
cadulingasan,1,cadulingasan
pagcacahidwa,1,pagcacahidwa
napacaimbing,1,napacaimbing
piniguing,1,piniguing
guiyaguis,1,guiyaguis
Nangagsisiyucod,1,Nangagsisiyucod
catayugang,1,catayugang
caayawan,1,caayawan
caawaang,1,caawaang
nacacahuwad,1,nacacahuwad
Ipinanhic,1,Ipinanhic
magcantar,1,magcantar
magpacasumicap,1,magpacasumicap
nagpapacunwaring,1,nagpapacunwaring
pinagcahirapang,1,pinagcahirapang
Champollion,1,Champollion
pagcacamali,1,pagcacamali
tinuctucan,1,tinuctucan
pinapanaguinip,1,pinapanaguinip
pagcabagong,1,pagcabagong
nacalalapitlapit,1,nacalalapitlapit
pagtuctoc,1,pagtuctoc
pagcaubos,1,pagcaubos
Nangguilalas,1,Nangguilalas
wicaing,1,wicaing
cacapuwa,1,cacapuwa
macapagsisinungaling,1,macapagsisinungaling
nagcapaapaano,1,nagcapaapaano
pinapaguingdapat,1,pinapaguingdapat
cumpol,1,cumpol
franchute,1,franchute
magcasunod,1,magcasunod
enritacion,1,enritacion
embitacion,1,embitacion
Pagcalalaking,1,Pagcalalaking
pagcatanto,1,pagcatanto
Consola,1,Consola
Haguisin,1,Haguisin
nacagaganap,1,nacagaganap
napacap,1,napacap
babalabaguin,1,babalabaguin
Consolasion,1,Consolasion
kinawacasan,1,kinawacasan
suntucan,1,suntucan
calmusan,1,calmusan
Binuhucan,1,Binuhucan
macapangagat,1,macapangagat
capulahan,1,capulahan
Binabalac,1,Binabalac
pagcatututo,1,pagcatututo
icasal,1,icasal
pacumpas,1,pacumpas
cumpas,1,cumpas
nagmunacala,1,nagmunacala
lumungcot,1,lumungcot
pagcacanta,1,pagcacanta
nacatungangang,1,nacatungangang
ipinagcanulo,1,ipinagcanulo
marchang,1,marchang
calaguim,1,calaguim
magcangiwingiwi,1,magcangiwingiwi
vivace,1,vivace
Nagpacalugmoc,1,Nagpacalugmoc
nacatiric,1,nacatiric
Nacapagpapagalac,1,Nacapagpapagalac
nagpasilacbo,1,nagpasilacbo
Mapacasama,1,Mapacasama
nagpacubot,1,nagpacubot
tadyac,1,tadyac
ibinulusoc,1,ibinulusoc
pagpapacamairuguin,1,pagpapacamairuguin
caiba,1,caiba
basaguin,1,basaguin
macapangangahas,1,macapangangahas
mangcoc,1,mangcoc
caliksihan,1,caliksihan
humahagoc,1,humahagoc
babasaguin,1,babasaguin
kinacalabog,1,kinacalabog
magpalacadlacad,1,magpalacadlacad
nacatapos,1,nacatapos
nahaguip,1,nahaguip
capalibhasaang,1,capalibhasaang
nacapagtiis,1,nacapagtiis
ilinalacas,1,ilinalacas
CATUWIRA,1,CATUWIRA
LACAS,1,LACAS
coetes,1,coetes
cahalimbawa,1,cahalimbawa
volcang,1,volcang
cadakilaa,1,cadakilaa
pagcacapaliwanag,1,pagcacapaliwanag
pagcacapulupulutong,1,pagcacapulupulutong
cucutapcutap,1,cucutapcutap
nacalalaganap,1,nacalalaganap
buscapie,1,buscapie
magpacawalawalang,1,magpacawalawalang
pagcacapantay,1,pagcacapantay
umalacbay,1,umalacbay
pagcanta,1,pagcanta
Crispino,1,Crispino
comare,1,comare
cahapisa,1,cahapisa
cahapisang,1,cahapisang
acto,1,acto
tacutin,1,tacutin
macapagsaya,1,macapagsaya
macalagay,1,macalagay
macapagpapalayas,1,macapagpapalayas
Guinagad,1,Guinagad
catipan,1,catipan
Calandria,1,Calandria
babalic,1,babalic
chula,1,chula
Ipinagcacaloob,1,Ipinagcacaloob
nagsuntucan,1,nagsuntucan
maipaghaguisan,1,maipaghaguisan
escudo,1,escudo
nagtatacbuhan,1,nagtatacbuhan
ipinaghahaguisan,1,ipinaghahaguisan
banco,1,banco
pagcacaingay,1,pagcacaingay
Nangagsicapit,1,Nangagsicapit
pagbalicang,1,pagbalicang
nagyayacag,1,nagyayacag
Nagpapacabicabila,1,Nagpapacabicabila
caguluhang,1,caguluhang
Tinacbo,1,Tinacbo
magcacapulutong,1,magcacapulutong
nacatuon,1,nacatuon
pinatatacas,1,pinatatacas
napacadilim,1,napacadilim
Pinucaw,1,Pinucaw
pagcacagulo,1,pagcacagulo
nangasisisiticas,1,nangasisisiticas
nacacaalaala,1,nacacaalaala
nangagcacasaguian,1,nangagcacasaguian
nagcacaibigan,1,nagcacaibigan
calong,1,calong
Lumulucsong,1,Lumulucsong
nacahinga,1,nacahinga
caibig,1,caibig
calantican,1,calantican
querubin,1,querubin
macapaglilipat,1,macapaglilipat
winacasan,1,winacasan
kinatacutan,1,kinatacutan
mapanghicayat,1,mapanghicayat
capucaputol,1,capucaputol
ipinapasoc,1,ipinapasoc
frascong,1,frascong
pagcatindig,1,pagcatindig
macapagtanong,1,macapagtanong
cahahanggana,1,cahahanggana
tinatacan,1,tinatacan
nagpipiguil,1,nagpipiguil
ducha,1,ducha
magcatoto,1,magcatoto
nangagcapagod,1,nangagcapagod
nangacapagsaya,1,nangacapagsaya
nangagcamit,1,nangagcamit
pagcabili,1,pagcabili
iguinalaw,1,iguinalaw
pagcacamag,1,pagcacamag
nanganganac,1,nanganganac
macapasa,1,macapasa
nagtutumacbo,1,nagtutumacbo
nangagcacahalong,1,nangagcacahalong
ipinapanhic,1,ipinapanhic
saco,1,saco
pangacong,1,pangacong
nunca,1,nunca
felicidad,1,felicidad
completa,1,completa
macapaglagalag,1,macapaglagalag
napacalihis,1,napacalihis
icapipintas,1,icapipintas
macabigat,1,macabigat
caguipitan,1,caguipitan
nacawangis,1,nacawangis
cahulihuliha,1,cahulihuliha
macatipon,1,macatipon
macaoowi,1,macaoowi
magpacatalino,1,magpacatalino
capilas,1,capilas
nacacasinlaki,1,nacacasinlaki
Nangagcaunawaan,1,Nangagcaunawaan
napacapilay,1,napacapilay
mapacalabis,1,mapacalabis
licsi,1,licsi
ocasion,1,ocasion
calva,1,calva
pagcapanot,1,pagcapanot
icatatlompo,1,icatatlompo
nacasisintahing,1,nacasisintahing
cagagawa,1,cagagawa
gazpacho,1,gazpacho
macapagdala,1,macapagdala
macakikita,1,macakikita
caganapan,1,caganapan
capasiyahan,1,capasiyahan
guisi,1,guisi
pagcamatimyas,1,pagcamatimyas
Negociado,1,Negociado
catugculan,1,catugculan
nacapanagumpay,1,nacapanagumpay
cahalagahang,1,cahalagahang
nacasusumpong,1,nacasusumpong
acalaang,1,acalaang
catimyasan,1,catimyasan
maiguing,1,maiguing
cauntia,1,cauntia
Tiburciong,1,Tiburciong
tacbuhang,1,tacbuhang
pagcabagay,1,pagcabagay
capilayan,1,capilayan
Pinagbabahagui,1,Pinagbabahagui
chulo,1,chulo
binabahagui,1,binabahagui
Nagpacunwari,1,Nagpacunwari
nacabata,1,nacabata
