token,count,example_contexts,chapters
kinacailangang,51,"Matutubos ng mga buhay ang mga calolowang namatay sa casalanan, sa pagsasalita ng mga nasasaysay sa ""Avestra"" at gumawa ng mga cagalingan; datapwat kinacailangang ang mananalangin ay isang camag-anak ng nasira hanggang sa icaapat na salin. | ""—Datapwat kinacailangang patayin mo ang mga apoy na ito—ang wica ng voces na canyang narinig sa sermon—kinacailangang ikaw ay magpacahirap. | ""—Datapwat kinacailangang patayin mo ang mga apoy na ito—ang wica ng voces na canyang narinig sa sermon—kinacailangang ikaw ay magpacahirap.","noli:55,noli:14,noli:16,noli:28,noli:35,noli:52,noli:31,noli:53,noli:34,noli:19"
casalanan,50,"—ang isinalabat ng militar, na nakikita niyang siya'y nabibilot ng gayong caraming mga pag tatangitangi, at nanganganib siyang kung mapapatuloy ay siya pa ang lalabas na may casalanan. | Binibigyang casalanan siya ni pari Damasong hindi raw siya nagcucumpisal: ng una'y dating hindi siya nangungumpisal, gayon ma'y magcaibigan silang matalic, na marahil natatandaan pa po ninyo. | Bucod sa rito'y totoong dalisay ang capurihan ni Don Rafael, at higuit ang canyang pagkabanal sa maraming nangagcucumpisal at nangagpapacumpisal: may tinutunton siya sa canyang sariling isang cahigpithigpitang pagsunod sa atas ng magandang asal, at madalas sabihin sa akin, pagka nasasalita niya ang mga samaang ito ng loob: ""Ginoong Guevara, ¿sinasampalatayanan po ba ninyong pinatatawad ng Dios ang isang mabigat na casalanan, ang isang kusang pagpatay sa capuwa tao, sa halimbawa, pagka, nasabi na sa isang sacerdote; na tao rin namang may catungculang maglihim ng sa kanya'y sinasaysay, at matacot masanag sa infierno, na siyang tinatawag na pagsisising ""atricion""?","noli:55,noli:14,noli:40,noli:35,noli:1,noli:31,noli:34,noli:62,noli:59,noli:19"
sacristan,47,"Ang sacristan mayor na kalahok sa umpukan ay nagpapatotoong walang kapingaspingas sa tulong ng tango ng ulo, at iniisip na, pagkamatay niya, ay pakikita namang dala ang tasa ng tahung puti, sapagka’t, kung wala ang pang-agahang iyon, ay hindi niya maunawa ang kaligayahan ni sa langit ni sa lupa. | Bucod sa roo'y sinasapantaha niyang malaki ang capangyariha't lacas ng Virgen de Antipolo kay sa mga ibang Virgeng may dala mang bastong pilac, o mga Niño Jesus na hubo't hubad o may pananamit, o mga escapulario, mga cuintas o pamigkis na cuero (""correa""): marahil ang pinagmumulaan nito'y ang pagka hindi mapalabiro ang Ginoong Babaeng iyon, mapagmahal sa canyang pangalan, kaaway ng ""fotografia"", ayon sa sacristan mayor sa Antipolo, at saka, pagka siya'y nagagalit daw ay nangingitim na cawangis ng luyong, at nanggagaling naman sa ang ibang mga Virgen ay may calambutan ang puso at mapagpaumanhin: talastas ng may mga taong iniibig pa ang isang haring ""absoluto"" kay sa isang haring ""constitucional"", kung hindi nariyan si Luis Catorce at si Luis Diez y Seis, si Felipe Segundo at si Amadeo Primero. | Napanood din naman naming ipinakikita ng pari sa mga nakikinig ng sermon sa kanya sa oras ng pagpapanaog sa Cruz kay Cristo ang isang panyong puno ng dugo, at kami sana'y tatangis na sa malaking pagkaawa, kung di lamang sinabi sa amin ng sacristan, sa casaliwang palad ng aming calolowa, na iyon daw ay biro lamang: ang dugong iyon-anya-ay sa inahing manoc, na pagdaca'y inihaw at kinain, bagamat Viernes Santo ... at ang sacristan ay mataba.","noli:55,noli:14,noli:16,noli:27,noli:52,noli:34,noli:30,noli:59,noli:19,noli:6"
capuwa,47,"Baga man hindi sinasadya'y capuwa tumungo ang dalawang fraile sa duyo o ulunan ng mesa, marahil sa pagka't siyang pinagcaratihan nila at nangyari nga ang mahihintay, na tulad sa nangagpapangagaw sa isang catedra: pinupuri sa mga pananalita ang mga carapatan at cataasan ng isip ng mga capangagaw; datapua't pagdaca'y ipinakikilala ang pabaligtad, at nangag-uungol at nangag-uupasala kung hindi sila ang macapagtamo ng kanilang hangad. | Bucod sa rito'y totoong dalisay ang capurihan ni Don Rafael, at higuit ang canyang pagkabanal sa maraming nangagcucumpisal at nangagpapacumpisal: may tinutunton siya sa canyang sariling isang cahigpithigpitang pagsunod sa atas ng magandang asal, at madalas sabihin sa akin, pagka nasasalita niya ang mga samaang ito ng loob: ""Ginoong Guevara, ¿sinasampalatayanan po ba ninyong pinatatawad ng Dios ang isang mabigat na casalanan, ang isang kusang pagpatay sa capuwa tao, sa halimbawa, pagka, nasabi na sa isang sacerdote; na tao rin namang may catungculang maglihim ng sa kanya'y sinasaysay, at matacot masanag sa infierno, na siyang tinatawag na pagsisising ""atricion""? | Ang mga di gumagalang sa religio'y ipinalalagay siyang haling; ipinalalagay siya ng mga dukhang walang awa, tampalasan, mapagsamantala ng cahirapan ng capuwa, at ipinalalagay naman ng mga mabababa sa canyang siya'y totoong malabis umalipin at mapagpahirap.","noli:40,noli:12,noli:35,noli:3,noli:31,noli:53,noli:34,noli:30,noli:59,noli:19"
Crispin,47,"—¡Batakin mo ang iyong lubid, Crispin! | Nag-alambitin sa lubid si Crispin, at narinig sa itaas ang isang daing na mahina, na pagdaca'y natacpan ng isang culog, na ang ugong ay pinarami ng libolibong alingawngaw. | —ang idinugtong ni Crispin;—¡hindi itutulot ng nanay!","noli:16,noli:62,noli:18,noli:21,noli:27,noli:15,noli:17"
bangca,47,"Sa mga unang sinag ng liwanag na pumupucaw sa tubig nang mga nagkintabkintab na mga lamang-dagat, naaaninagnagan sa malayo, halos sa wacas ng abot ng tanaw, ang abo-abong mga anino: yao'y ang mga bangca ng mga mangingisdang nagliligpit ng kanilang lambat; mga casco at mga paraw na nangaglaladlad ng kanilang mga layag. | Macapagtatatag tayo ng isang unahan ng patacbuhan ng mga bangca sa ilog at sa dagatan, patacbuhan ng mga kabayo; magtayo ng mga ""palosebo"" at mag-anyo ng mga larong mangyayaring makisama ang tagabukid natin. | Ngunit namamasid kong ikaw ay namumuhi; howag cang manimdim at hindi macasasama siya sa atin sa bangca.","noli:20,noli:59,noli:19,noli:28,noli:24,noli:23,noli:49,noli:50,noli:27,noli:52"
sacali't,46,"Ginawa ang anyaya sa paghapong ito sa isang bahay sa daang Anloague, at yamang hindi namin natatandaan ang canyang bilang (numero), aming sasaysayin ang canyang anyo upang makilala ngayon, sacali't hindi pa iguiniguiba ng mga lindol. | sacali't naaakit ikaw ng tugtog ng orquesta, ng ilaw o ng macahulugang ""clin-clan"" ng mga pingga't cubiertos at ibig mong mapanood kung paano ang mga piguing doon sa Perla ng Casilanganan. | Ang mga sinasabing ""in corde"" lamang ang macasasakit ng loob: sacali't dating tinataglay ng ""in meate"" sa isang cadahilanan, o kung nasabi lamang ""per accidens"", sa pagkakainitan ng salitaan, kung mayroong....","noli:14,noli:40,noli:28,noli:12,noli:35,noli:48,noli:47,noli:1,noli:34,noli:62"
magcaroon,46,¡Ganyang caraming mga libro ... sucat na ang magcaroon ng dalawang daling noo.... | ¡Sucat na ang magcaroon ng dalawang daling noo.... | Napatingin na lamang sa kanya si Ibarra't hindi maalaman kung ano ang sasabihin; ang mga iba'y nangagtitinginan sa pagkataca at nanganganib na magcaroon ng caguluhan.,"noli:14,noli:35,noli:1,noli:3,noli:31,noli:34,noli:59,noli:19,noli:6,noli:25"
culang,46,"Pinaglilibacan ang culang palad, na pinagbabayaran ng cahihiyan ang nasisingil na buwis, at nalalaman niyang siya ang hantungan ng libac, at ang bagay na ito'y lalong nacararagdag ng dating masama at magaspang niyang caugalian. | Kung naging iba sana ang inyong ama, marahil pagdaca'y nacawala, sa pagka't may isang malicong nagsaysay, na ang ikinamatay ng culang palad na maniningil ay mula sa isang ""congestion""; ngunit ang canyang cayamanan, ang canyang pananalig sa catuwiran at ang canyang galit sa lahat ng hindi naaayon sa cautusan o sa catuwiran ang sa canyang nangagpahamac. | Ito ang nakikita ng culang palad sa canyang harapan.","noli:13,noli:27,noli:10,noli:53,noli:62,noli:60,noli:23,noli:25,noli:21,noli:42"
nauucol,45,"Namumucod ng di ano lamang sa mga ganitong handang sa mundo'y nauucol, ang sumasapader na mga cuadrong tungkol sa religion, gaya baga ng ""Ang Purgatorio,"" ""Ang Infierno,"" ""Ang huling Paghuhucom,"" ""Ang pagkamatay ng banal,"" ""Ang pagkamatay ng macasalanan,"" at sa duyo'y naliliguid nang isang maringal at magandañg ""marco"" na anyong ""Renacimiento"" na gawa ni Arevalo, ang isang mabuting ayos at malapad na ""lienzo"" na doo'y napapanood ang dalawang matandang babae. | Datapwat ayon sa anyo ng canyang pananalita'y sa kanya rin nauucol ang upuang iyon, kahi't na sa mundo. | "" Casundo niya ang lahat ng mga pinuno, matalino, magaling makibagay at may pagkapangahas, pagka nauucol sa pagsasamantala ng mga pagka ilang ng iba; siya ang tanging pinanganganibang capangagaw ng isang nagngangalang Perez, tungkol sa mga ""arriendo"" at mga ""subasta"" ng mga sagutin o pangangatungculang sa towi na'y ipinagcacatiwala ng Gobierno ng Filipinas sa mga kamay ng mga ""particular"".","noli:55,noli:40,noli:28,noli:35,noli:27,noli:52,noli:1,noli:3,noli:53,noli:34"
cawacasa'y,45,"Sa cawacasa'y nayamot ang abang matandang babae, kaya't sinamantala niya ang paglagapac ng isang pinggang nabasag upang lumabas na dalidali at nagbububulong: | —ang sa cawacasa'y nagawang tanong ng buong catimpian ng binata, na tinititigan ng buong pagtataca ang fraile. | —Datapwat kung sa cawacasa'y nakinabang naman kayo sa pagpapalit-bayan....","noli:55,noli:14,noli:40,noli:52,noli:48,noli:47,noli:7,noli:1,noli:31,noli:53"
bucod,44,"Hindi ipinalalagay ni Santiagong siya'y ""indio,"" bucod sa roo'y hindi siya nahaharap, at.... | —ang ipinaalaala ni tia Isabel;—bucod sa roo'y lalong mabuti ang bahay natin doon, at saka malapit na ang fiesta. | Sa aking sapantaha'y ikaw ang ""hada"", ang espiritu, ang caayaayang kinacatawan ng aking Bayang kinaguisnan, maganda, mahinhin, masintahin, lubos calinisan, anak ng Filipinas, niyang cagandagandahang lupang bucod sa mga dakilang cagalingan ng Inang Españang taglay rin niya'y may maririkit pang mga hiyas ng isang bayang bata, tulad sa pagkakapisan sa iyong cataohan ng lahat ng cagandahan at carikitang nacapagpapaningning sa dalawang lahi; kaya nga't nabubuo lamang sa isa ang pagsinta ko sa iyo't ang pagsinta ko sa aking tinubuang lupa ...","noli:14,noli:28,noli:7,noli:1,noli:31,noli:53,noli:30,noli:62,noli:59,noli:19"
bangcay,43,"Tunay mang ang pagkakapinta'y hindi nagpapakilala ng ""arte"" at cabutihang lumikha, datapwat nagsasaysay naman ng caraniwang mamalas: ang babaeng may sakit ay tila na bangcay na nabubuloc, dahil sa culay dilaw at azul ng canyang mukha; ang mga vaso't iba pang mga casangcapan, iyang maraming mga natitipong bagay bagay sa mahabang pagkakasakit ay doo'y lubhang mabuti ang pagkakasipi, na ano pa't napapanood pati ng linalaman. | Ako, ang ibig kong sabihi'y pagka itinatapon ng cura sa canyang libingan ang bangcay ng isang ""hereje,"" sino man, kahi ma't ang hari ay walang catuwirang makialam, at lalo ng walang catuwirang macapagparusa. | Sa panahong wala si pari Damaso sa San Diego ay inilibing ng coadjutor ang bangcay ng isang taong totoong carapatdapat ...","noli:55,noli:14,noli:62,noli:59,noli:19,noli:32,noli:12,noli:23,noli:50,noli:13"
inaacala,42,"—¿Na kung inaacala ko? | Napapanood din doon ang isang San Antonio Abad, na may isang baboy sa tabi, at ang isip ng carapatdapat na Capitan, ang baboy na iyo'y macapaghihimalang gaya rin ni San Antonio, at sa ganitong cadahilana'y hindi siya, nangangahas tumawag sa hayop na iyon ng ""baboy"" kung di ""alaga ng santo señor San Antonio;"" isang San Francisco de Asis na may pitong pacpac at may habitong culay cafe, na nacapatong sa ibabaw ng isang San Vicente, na wala kung di dadalawang pacpac, ngunit may dala namang isang cornetin; isang San Pedro Martir na biyac ang ulo, at tangan ng isang di binyagang nacaluhod ang isang talibong ng tulisan, na na sa tabi ng isang San Pedro na pinuputol ang tainga ng isang moro, na marahil ay si Malco, na nangangatlabi at napapahindic sa sakit, samantalang tumatalaoc at namamayagpag ang sasabunging nacatuntong sa isang haliguing ""dorico"", at sa bagay na ito'y inaacala ni Kapitang Tiago, na nacararating sa paguiguing santo ang tumaga at gayon din ang mataga. | Kung nariringig niyang sinasabing masasama ang mga tunay na lahing filipino, siyang hindi nagpapalagay sa sariling di siya dalisay na tagalog, nakikipintas siya at lalo pa manding masama ang canyang guinagawang pagpula; sacali't ang pinipintasa'y ang mga mestizong insic o mestizong kastila, siya nama'y nakikipintas, marahil sa pagka't inaacala na niyang siya'y dalisay na ""ibero"": siya ang unaunang pumupuri sa lahat ng mga pagpapabuwis, lalo't kung sa licuran nito'y naaamo'y niyang may ""contrata"" o isang ""arriendo.","noli:14,noli:16,noli:40,noli:28,noli:12,noli:35,noli:52,noli:7,noli:1,noli:53"
cabuluhan,42,"Sinabi naman sa kanya ng canyang mga causap ang canicanilang mga pangalang humiguit cumulang ang pagka walang cabuluhan, humiguit cumulang ang pagka hindi nakikilala nino man. | "" At kasama ng mga iba't ibang paunawa ang mga ganito:—""Ang taong lalong walang cabuluhan sa Filipinas sa isang hapunan o casayahan ay ang nagpapahapon o nagpapafiesta: macapagpapasimula sa pagpapalayas sa may bahay at mananatili ang lahat sa buong capanatagan. | Sagana ang mga sacsing sabuat, at ang kanilang mga paratang, na sa ibang lugar ay mawawal-ang cabuluhan sa isang salitang palibac o patuya ng nagsasanggalang, dito'y tumitibay at tumitigas.","noli:40,noli:27,noli:48,noli:47,noli:3,noli:53,noli:19,noli:6,noli:60,noli:25"
gobernadorcillo,42,"¿Ang gobernadorcillo baga kaya? | —ang tanong ng gobernadorcillo ng palibac, na minamasdan ang dukhang pananamit ng matandang lalaki. | —¡Nacacapagculang-tiwala sa akin ang asal ng gobernadorcillo!","noli:14,noli:40,noli:28,noli:35,noli:27,noli:53,noli:34,noli:30,noli:62,noli:25"
cawangis,41,"Kung sa aking kaibigan lamang at sa aking sariling caguinhawahan, hindi cata papagalin sa pagsasaysay ng kalagayan ng bahay; ngunit lubhang mahalaga ito, palibhasa'y ang caraniwan sa mga may camatayang gaya natin ay tulad sa pawican: hinahalagahan at hinihirang tayo alinsunod sa ating talucab o tinatahanang bahay; dahil dito't sa iba pang mga anyo ng asal, cawangis nga ng mga pawican ang mga may camatayan sa Filipinas. | Ang mukha niyang maganda ang tabas, ang canyang mga pagtinging nacalalaguim, ang canyang malalapad na mga panga at batibot na pangangatawan ay nagbibigay anyo sa canyang isang patricio romanong nagbalat kayo, at kahi't hindi sinasadya'y inyong magugunita yaong tatlong monjeng sinasabi ni Heine sa canyang ""Dioses en el destierro"", na nagdaraang namamangca pagkahating gabi sa isang dagatan doon sa Tyrol, kung ""equinoccio"" ng Septiembre, at sa tuwing dumaraa'y inilalagay ng abang mamamangca ang isang salaping pilac, malamig na cawangis ng ""hielo,"" na siyang sa kanya'y pumupuspos ng panglulumo. | Pinacunot ni Doña Victorina, gayon man, ang canyang ilong; ngunit caracaraca'y lumingong malaki ang galit, cawangis ng natapacang ahas: mangyari'y natuntungan ng teniente ang ""cola"" ng canyang pananamit.","noli:28,noli:27,noli:47,noli:1,noli:3,noli:34,noli:62,noli:19,noli:6,noli:60"
wica,41,"—Guinagamit ko po ang wica ng lupaing aking pinaglalacbayan, ginoong babae. | —ang tanong ng dominicong natira sa Hongkong at totoong marunong ng ""Pidggin-English"", iyang halo-halong masamang pananalita ng wica ni Shakespeare ng anak ng Imperio Celeste. | ¿Ano po ang wica ninyo?","noli:55,noli:14,noli:16,noli:35,noli:13,noli:27,noli:7,noli:3,noli:31,noli:53"
sacerdote,40,"—ang tugon ni P. Sibyla—Ang General ay makatataya ng maibigang itaya, ngunit kami, mga pari, mga sacerdote...... | Dapat nating ibucod sa mga pananalita ni Fr. Damaso ang mga pananalita ng tao sa mga pananalita ng sacerdote. | Ang mga pananalita ng sacerdote, sa canyang pagkasacerdote, ""per se"", ay hindi macasasakit ng loob kanino man, sa pagka't mula sa lubos ng katotohanan.","noli:14,noli:16,noli:40,noli:7,noli:1,noli:31,noli:34,noli:30,noli:19,noli:6"
pagdaca'y,40,"Ang mga babae ay ilang mga dalagang ang iba'y filipina at ang iba'y española: binubucsan nila ang bibig upang piguilin ang isang hicab; ngunit pagdaca'y tinatacpan nila ng kanilang mga abanico; bahagya na nangagbubulungan ng ilang mga pananalita; ano mang pag-uusap na ipinagsusumalang pasimulan, pagdaca'y naluluoy sa ilang putol-putol na sabi; katulad niyang mga ingay na nariringig kung gabi sa isang bahay, mga ingay na gawa ng mga daga at ng mga butiki. | Ang mga babae ay ilang mga dalagang ang iba'y filipina at ang iba'y española: binubucsan nila ang bibig upang piguilin ang isang hicab; ngunit pagdaca'y tinatacpan nila ng kanilang mga abanico; bahagya na nangagbubulungan ng ilang mga pananalita; ano mang pag-uusap na ipinagsusumalang pasimulan, pagdaca'y naluluoy sa ilang putol-putol na sabi; katulad niyang mga ingay na nariringig kung gabi sa isang bahay, mga ingay na gawa ng mga daga at ng mga butiki. | Tumiguil na sandali ang dalawang extranjerong nangagpapasial, nangagtinginan, ipinakitang saglit ang kanilang mga pangil; at pagdaca'y ipinagpatuloy uli ang kanilang pagpaparoo't parito.","noli:16,noli:35,noli:27,noli:52,noli:7,noli:1,noli:3,noli:10,noli:53,noli:34"
tacot,40,"Hindi lumalapit sa kanya kailan man si Kapitang Tiago, sa tacot na baka maghimala. | Pagka ako'y naghihingalo na, ihahandog ko sa kanya ang aking cataohang walang camunti mang tacot; gawin sa akin ang bawa't ibiguin. | Bahagya na ang patlang ng dagundong ng mga culog, at pinangungunahan bawa't culog ng cakilakilabot na namimilipit na lintic: masasabing isinusulat ng Dios ang canyang pangalan sa pamamag-itan ng isang sunog at ang walang hanggang bubong ng langit ay nanginginig sa tacot.","noli:55,noli:14,noli:16,noli:35,noli:27,noli:34,noli:62,noli:59,noli:19,noli:6"
